benchmark,metric,value,repetition
deriche,L2 Access,16628297664.0,5
deriche,LST,12190687904.0,5
deriche,L2 Misses,25986588544.0,6
deriche,L2 DRead + DWrite,11830034560.0,6
deriche,L2 DMisses,25986588544.0,6
deriche,L2 Access,16610894656.0,6
deriche,LST,12223685028.0,6
deriche,L2 Misses,26086795392.0,7
deriche,L2 DRead + DWrite,11809569792.0,7
deriche,L2 DMisses,26086795392.0,7
deriche,L2 Access,16573429440.0,7
deriche,LST,12194952720.0,7
deriche,L2 Misses,26215511360.0,8
deriche,L2 DRead + DWrite,11820834688.0,8
deriche,L2 DMisses,26215511360.0,8
deriche,L2 Access,16594500480.0,8
deriche,LST,12191333140.0,8
deriche,L2 Misses,26128376256.0,9
deriche,L2 DRead + DWrite,11812877952.0,9
deriche,L2 DMisses,26128376256.0,9
deriche,L2 Access,16613015872.0,9
deriche,LST,12190915032.0,9
deriche,L2 Misses,26028544320.0,10
deriche,L2 DRead + DWrite,11811006912.0,10
deriche,L2 DMisses,26028544320.0,10
deriche,L2 Access,16609360256.0,10
deriche,LST,12200156860.0,10
durbin,L2 Misses,58811094784.0,1
durbin,L2 DRead + DWrite,12098353344.0,1
durbin,L2 DMisses,58811094784.0,1
durbin,L2 Access,25827237760.0,1
durbin,LST,19229542796.0,1
durbin,L2 Misses,59274283072.0,2
durbin,L2 DRead + DWrite,12726148992.0,2
durbin,L2 DMisses,59274283072.0,2
durbin,L2 Access,25917818752.0,2
durbin,LST,19198412544.0,2
durbin,L2 Misses,61642566464.0,3
durbin,L2 DRead + DWrite,12609901952.0,3
durbin,L2 DMisses,61642566464.0,3
durbin,L2 Access,25712121088.0,3
durbin,LST,19229158084.0,3
durbin,L2 Misses,59553734336.0,4
durbin,L2 DRead + DWrite,12707646976.0,4
durbin,L2 DMisses,59553734336.0,4
durbin,L2 Access,25798119808.0,4
durbin,LST,19198315120.0,4
durbin,L2 Misses,63126943872.0,5
durbin,L2 DRead + DWrite,12187705792.0,5
durbin,L2 DMisses,63126943872.0,5
durbin,L2 Access,25508690944.0,5
durbin,LST,19188066156.0,5
durbin,L2 Misses,59127253888.0,6
durbin,L2 DRead + DWrite,12627339200.0,6
durbin,L2 DMisses,59127253888.0,6
durbin,L2 Access,25868491776.0,6
durbin,LST,19205433896.0,6
durbin,L2 Misses,58853785792.0,7
durbin,L2 DRead + DWrite,13086541120.0,7
durbin,L2 DMisses,58853785792.0,7
durbin,L2 Access,25863101184.0,7
durbin,LST,19225828368.0,7
durbin,L2 Misses,60281255232.0,8
durbin,L2 DRead + DWrite,12293586112.0,8
durbin,L2 DMisses,60281255232.0,8
durbin,L2 Access,25710699712.0,8
durbin,LST,19275104740.0,8
durbin,L2 Misses,59848810752.0,9
durbin,L2 DRead + DWrite,12192832512.0,9
durbin,L2 DMisses,59848810752.0,9
durbin,L2 Access,25568852608.0,9
durbin,LST,19265843188.0,9
durbin,L2 Misses,60211937088.0,10
durbin,L2 DRead + DWrite,12271514176.0,10
durbin,L2 DMisses,60211937088.0,10
durbin,L2 Access,25814873536.0,10
durbin,LST,19246658748.0,10
fdtd_2d,L2 Misses,9834133824.0,1
fdtd_2d,L2 DRead + DWrite,16621875456.0,1
fdtd_2d,L2 DMisses,9834133824.0,1
fdtd_2d,L2 Access,11837045376.0,1
fdtd_2d,LST,13013051480.0,1
fdtd_2d,L2 Misses,9778639552.0,2
fdtd_2d,L2 DRead + DWrite,16630032640.0,2
fdtd_2d,L2 DMisses,9778639552.0,2
fdtd_2d,L2 Access,11754963968.0,2
fdtd_2d,LST,13013769532.0,2
fdtd_2d,L2 Misses,9786549504.0,3
fdtd_2d,L2 DRead + DWrite,16741614144.0,3
fdtd_2d,L2 DMisses,9786549504.0,3
fdtd_2d,L2 Access,11662057280.0,3
fdtd_2d,LST,13015690808.0,3
fdtd_2d,L2 Misses,9713646912.0,4
fdtd_2d,L2 DRead + DWrite,16685712064.0,4
fdtd_2d,L2 DMisses,9713646912.0,4
fdtd_2d,L2 Access,11636892608.0,4
fdtd_2d,LST,13012848872.0,4
fdtd_2d,L2 Misses,9763835008.0,5
fdtd_2d,L2 DRead + DWrite,16785788544.0,5
fdtd_2d,L2 DMisses,9763835008.0,5
fdtd_2d,L2 Access,11781601024.0,5
fdtd_2d,LST,13008855028.0,5
fdtd_2d,L2 Misses,9741784192.0,6
fdtd_2d,L2 DRead + DWrite,16734699968.0,6
fdtd_2d,L2 DMisses,9741784192.0,6
fdtd_2d,L2 Access,12105053632.0,6
fdtd_2d,LST,13011278664.0,6
fdtd_2d,L2 Misses,9643864000.0,7
fdtd_2d,L2 DRead + DWrite,16714934080.0,7
fdtd_2d,L2 DMisses,9643864000.0,7
fdtd_2d,L2 Access,11735713728.0,7
fdtd_2d,LST,13017192596.0,7
fdtd_2d,L2 Misses,9679928256.0,8
fdtd_2d,L2 DRead + DWrite,16732159872.0,8
fdtd_2d,L2 DMisses,9679928256.0,8
fdtd_2d,L2 Access,11582519872.0,8
fdtd_2d,LST,13009752092.0,8
fdtd_2d,L2 Misses,9692465856.0,9
fdtd_2d,L2 DRead + DWrite,16726955520.0,9
fdtd_2d,L2 DMisses,9692465856.0,9
fdtd_2d,L2 Access,11936643456.0,9
fdtd_2d,LST,13014883688.0,9
fdtd_2d,L2 Misses,9696676608.0,10
fdtd_2d,L2 DRead + DWrite,16600551040.0,10
fdtd_2d,L2 DMisses,9696676608.0,10
fdtd_2d,L2 Access,11986555456.0,10
fdtd_2d,LST,13015506964.0,10
floyd_warshall,L2 Misses,7992036864.0,1
floyd_warshall,L2 DRead + DWrite,11438472704.0,1
floyd_warshall,L2 DMisses,7992036864.0,1
floyd_warshall,L2 Access,9707643136.0,1
floyd_warshall,LST,17025686932.0,1
floyd_warshall,L2 Misses,8012330432.0,2
floyd_warshall,L2 DRead + DWrite,11447765696.0,2
floyd_warshall,L2 DMisses,8012330432.0,2
floyd_warshall,L2 Access,9754243840.0,2
floyd_warshall,LST,17028478888.0,2
floyd_warshall,L2 Misses,8007718912.0,3
floyd_warshall,L2 DRead + DWrite,11541253696.0,3
floyd_warshall,L2 DMisses,8007718912.0,3
floyd_warshall,L2 Access,9691201088.0,3
floyd_warshall,LST,17042143644.0,3
floyd_warshall,L2 Misses,7996512128.0,4
floyd_warshall,L2 DRead + DWrite,11506246272.0,4
floyd_warshall,L2 DMisses,7996512128.0,4
floyd_warshall,L2 Access,9756112512.0,4
floyd_warshall,LST,17142081240.0,4
floyd_warshall,L2 Misses,8007759680.0,5
floyd_warshall,L2 DRead + DWrite,11559621760.0,5
floyd_warshall,L2 DMisses,8007759680.0,5
floyd_warshall,L2 Access,9690916288.0,5
floyd_warshall,LST,17040651020.0,5
floyd_warshall,L2 Misses,7990268224.0,6
floyd_warshall,L2 DRead + DWrite,11514129664.0,6
floyd_warshall,L2 DMisses,7990268224.0,6
floyd_warshall,L2 Access,9718346112.0,6
floyd_warshall,LST,17033029624.0,6
floyd_warshall,L2 Misses,8012403584.0,7
floyd_warshall,L2 DRead + DWrite,11552298752.0,7
floyd_warshall,L2 DMisses,8012403584.0,7
floyd_warshall,L2 Access,9691213184.0,7
floyd_warshall,LST,17023072368.0,7
floyd_warshall,L2 Misses,8011946688.0,8
floyd_warshall,L2 DRead + DWrite,11525766976.0,8
floyd_warshall,L2 DMisses,8011946688.0,8
floyd_warshall,L2 Access,9764924160.0,8
floyd_warshall,LST,17033134048.0,8
floyd_warshall,L2 Misses,8018974592.0,9
floyd_warshall,L2 DRead + DWrite,11520660288.0,9
floyd_warshall,L2 DMisses,8018974592.0,9
floyd_warshall,L2 Access,9627890304.0,9
floyd_warshall,LST,17039431684.0,9
floyd_warshall,L2 Misses,8015165504.0,10
floyd_warshall,L2 DRead + DWrite,11515069056.0,10
floyd_warshall,L2 DMisses,8015165504.0,10
floyd_warshall,L2 Access,9687500160.0,10
floyd_warshall,LST,17047653368.0,10
gemm,L2 Misses,0.0,1
gemm,L2 DRead + DWrite,0.0,1
gemm,L2 DMisses,0.0,1
gemm,L2 Access,0.0,1
gemm,LST,0.0,1
gemm,L2 Misses,0.0,2
gemm,L2 DRead + DWrite,0.0,2
gemm,L2 DMisses,0.0,2
gemm,L2 Access,0.0,2
gemm,LST,0.0,2
gemm,L2 Misses,0.0,3
gemm,L2 DRead + DWrite,0.0,3
gemm,L2 DMisses,0.0,3
gemm,L2 Access,0.0,3
gemm,LST,0.0,3
gemm,L2 Misses,0.0,4
gemm,L2 DRead + DWrite,0.0,4
gemm,L2 DMisses,0.0,4
gemm,L2 Access,0.0,4
gemm,LST,0.0,4
gemm,L2 Misses,0.0,5
gemm,L2 DRead + DWrite,0.0,5
gemm,L2 DMisses,0.0,5
gemm,L2 Access,0.0,5
gemm,LST,0.0,5
gemm,L2 Misses,0.0,6
gemm,L2 DRead + DWrite,0.0,6
gemm,L2 DMisses,0.0,6
gemm,L2 Access,0.0,6
gemm,LST,0.0,6
gemm,L2 Misses,0.0,7
gemm,L2 DRead + DWrite,0.0,7
gemm,L2 DMisses,0.0,7
gemm,L2 Access,0.0,7
gemm,LST,0.0,7
gemm,L2 Misses,0.0,8
gemm,L2 DRead + DWrite,0.0,8
gemm,L2 DMisses,0.0,8
gemm,L2 Access,0.0,8
gemm,LST,0.0,8
gemm,L2 Misses,0.0,9
gemm,L2 DRead + DWrite,0.0,9
gemm,L2 DMisses,0.0,9
gemm,L2 Access,0.0,9
gemm,LST,0.0,9
gemm,L2 Misses,0.0,10
gemm,L2 DRead + DWrite,0.0,10
gemm,L2 DMisses,0.0,10
gemm,L2 Access,0.0,10
gemm,LST,0.0,10
gemver,L2 Misses,13307071552.0,1
gemver,L2 DRead + DWrite,12197334848.0,1
gemver,L2 DMisses,13307071552.0,1
gemver,L2 Access,10450347584.0,1
gemver,LST,9665191456.0,1
gemver,L2 Misses,13300906496.0,2
gemver,L2 DRead + DWrite,11996984448.0,2
gemver,L2 DMisses,13300906496.0,2
gemver,L2 Access,10305803072.0,2
gemver,LST,9668004500.0,2
gemver,L2 Misses,13298882624.0,3
gemver,L2 DRead + DWrite,12133643840.0,3
gemver,L2 DMisses,13298882624.0,3
gemver,L2 Access,10401020224.0,3
gemver,LST,9664274192.0,3
gemver,L2 Misses,13298539840.0,4
gemver,L2 DRead + DWrite,11973035264.0,4
gemver,L2 DMisses,13298539840.0,4
gemver,L2 Access,10306103168.0,4
gemver,LST,9665675292.0,4
gemver,L2 Misses,13301430272.0,5
gemver,L2 DRead + DWrite,12196244864.0,5
gemver,L2 DMisses,13301430272.0,5
gemver,L2 Access,10430259520.0,5
gemver,LST,9664170104.0,5
gemver,L2 Misses,13295265536.0,6
gemver,L2 DRead + DWrite,11998543488.0,6
gemver,L2 DMisses,13295265536.0,6
gemver,L2 Access,10317743488.0,6
gemver,LST,9670014940.0,6
gemver,L2 Misses,13286872192.0,7
gemver,L2 DRead + DWrite,12135571904.0,7
gemver,L2 DMisses,13286872192.0,7
gemver,L2 Access,10392475264.0,7
gemver,LST,9667356644.0,7
gemver,L2 Misses,13292567040.0,8
gemver,L2 DRead + DWrite,11993953152.0,8
gemver,L2 DMisses,13292567040.0,8
gemver,L2 Access,10303475968.0,8
gemver,LST,9663956992.0,8
gemver,L2 Misses,13298403456.0,9
gemver,L2 DRead + DWrite,12159882624.0,9
gemver,L2 DMisses,13298403456.0,9
gemver,L2 Access,10428842688.0,9
gemver,LST,9664978796.0,9
gemver,L2 Misses,13296905792.0,10
gemver,L2 DRead + DWrite,11975514240.0,10
gemver,L2 DMisses,13296905792.0,10
gemver,L2 Access,10311840768.0,10
gemver,LST,9667981848.0,10
gesummv,L2 Misses,9382329792.0,1
gesummv,L2 DRead + DWrite,5701658048.0,1
gesummv,L2 DMisses,9382329792.0,1
gesummv,L2 Access,3610181120.0,1
gesummv,LST,11042199476.0,1
gesummv,L2 Misses,9380422208.0,2
gesummv,L2 DRead + DWrite,5329062528.0,2
gesummv,L2 DMisses,9380422208.0,2
gesummv,L2 Access,3385248448.0,2
gesummv,LST,11029796612.0,2
gesummv,L2 Misses,9383192128.0,3
gesummv,L2 DRead + DWrite,5675519296.0,3
gesummv,L2 DMisses,9383192128.0,3
gesummv,L2 Access,3611769984.0,3
gesummv,LST,11037357340.0,3
gesummv,L2 Misses,9382883968.0,4
gesummv,L2 DRead + DWrite,5321694976.0,4
gesummv,L2 DMisses,9382883968.0,4
gesummv,L2 Access,3396411008.0,4
gesummv,LST,11030755916.0,4
gesummv,L2 Misses,9382774080.0,5
gesummv,L2 DRead + DWrite,5680032832.0,5
gesummv,L2 DMisses,9382774080.0,5
gesummv,L2 Access,3623167744.0,5
gesummv,LST,11041187344.0,5
gesummv,L2 Misses,9381634944.0,6
gesummv,L2 DRead + DWrite,5331707328.0,6
gesummv,L2 DMisses,9381634944.0,6
gesummv,L2 Access,3389449088.0,6
gesummv,LST,11029126964.0,6
gesummv,L2 Misses,9385201792.0,7
gesummv,L2 DRead + DWrite,5673022912.0,7
gesummv,L2 DMisses,9385201792.0,7
gesummv,L2 Access,3630367936.0,7
gesummv,LST,11040029820.0,7
gesummv,L2 Misses,9384347392.0,8
gesummv,L2 DRead + DWrite,5311123648.0,8
gesummv,L2 DMisses,9384347392.0,8
gesummv,L2 Access,3394269248.0,8
gesummv,LST,11029677644.0,8
gesummv,L2 Misses,9384033856.0,9
gesummv,L2 DRead + DWrite,5692736896.0,9
gesummv,L2 DMisses,9384033856.0,9
gesummv,L2 Access,3609449088.0,9
gesummv,LST,11043106684.0,9
gesummv,L2 Misses,9382914496.0,10
gesummv,L2 DRead + DWrite,5319337728.0,10
gesummv,L2 DMisses,9382914496.0,10
gesummv,L2 Access,3384161152.0,10
gesummv,LST,11029706268.0,10
go_fast,L2 Misses,6355533504.0,1
go_fast,L2 DRead + DWrite,5272735936.0,1
go_fast,L2 DMisses,6355533504.0,1
go_fast,L2 Access,3403144192.0,1
go_fast,LST,3229098680.0,1
go_fast,L2 Misses,6403691968.0,2
go_fast,L2 DRead + DWrite,4253774976.0,2
go_fast,L2 DMisses,6403691968.0,2
go_fast,L2 Access,2844125696.0,2
go_fast,LST,3232002232.0,2
go_fast,L2 Misses,6356500800.0,3
go_fast,L2 DRead + DWrite,5274264384.0,3
go_fast,L2 DMisses,6356500800.0,3
go_fast,L2 Access,3387839360.0,3
go_fast,LST,3229771132.0,3
go_fast,L2 Misses,6403911232.0,4
go_fast,L2 DRead + DWrite,4216123520.0,4
go_fast,L2 DMisses,6403911232.0,4
go_fast,L2 Access,2814641664.0,4
go_fast,LST,3231713140.0,4
go_fast,L2 Misses,6355590144.0,5
go_fast,L2 DRead + DWrite,5273034432.0,5
go_fast,L2 DMisses,6355590144.0,5
go_fast,L2 Access,3389857792.0,5
go_fast,LST,3227096536.0,5
go_fast,L2 Misses,6403738240.0,6
go_fast,L2 DRead + DWrite,4238685568.0,6
go_fast,L2 DMisses,6403738240.0,6
go_fast,L2 Access,2845841664.0,6
go_fast,LST,3231745736.0,6
go_fast,L2 Misses,6356463936.0,7
go_fast,L2 DRead + DWrite,5280716544.0,7
go_fast,L2 DMisses,6356463936.0,7
go_fast,L2 Access,3385516992.0,7
go_fast,LST,3227320632.0,7
go_fast,L2 Misses,6403740160.0,8
go_fast,L2 DRead + DWrite,4272826816.0,8
go_fast,L2 DMisses,6403740160.0,8
go_fast,L2 Access,2835923328.0,8
go_fast,LST,3231124836.0,8
go_fast,L2 Misses,6355501952.0,9
go_fast,L2 DRead + DWrite,5266522752.0,9
go_fast,L2 DMisses,6355501952.0,9
go_fast,L2 Access,3380600832.0,9
go_fast,LST,3227675068.0,9
go_fast,L2 Misses,6403688832.0,10
go_fast,L2 DRead + DWrite,4269444160.0,10
go_fast,L2 DMisses,6403688832.0,10
go_fast,L2 Access,2830426176.0,10
go_fast,LST,3231425180.0,10
gramschmidt,L2 Misses,77817818560.0,1
gramschmidt,L2 DRead + DWrite,29462781632.0,1
gramschmidt,L2 DMisses,77817818560.0,1
gramschmidt,L2 Access,40266707904.0,1
gramschmidt,LST,23343017692.0,1
gramschmidt,L2 Misses,78393331072.0,2
gramschmidt,L2 DRead + DWrite,29456730752.0,2
gramschmidt,L2 DMisses,78393331072.0,2
gramschmidt,L2 Access,40154096128.0,2
gramschmidt,LST,23392237156.0,2
gramschmidt,L2 Misses,79870875264.0,3
gramschmidt,L2 DRead + DWrite,29379372032.0,3
gramschmidt,L2 DMisses,79870875264.0,3
gramschmidt,L2 Access,40256438208.0,3
gramschmidt,LST,23366350764.0,3
gramschmidt,L2 Misses,80547282816.0,4
gramschmidt,L2 DRead + DWrite,29400536000.0,4
gramschmidt,L2 DMisses,80547282816.0,4
gramschmidt,L2 Access,40097874496.0,4
gramschmidt,LST,23397971404.0,4
gramschmidt,L2 Misses,79663175872.0,5
gramschmidt,L2 DRead + DWrite,29508416256.0,5
gramschmidt,L2 DMisses,79663175872.0,5
gramschmidt,L2 Access,40158568640.0,5
gramschmidt,LST,23453050964.0,5
gramschmidt,L2 Misses,79982848320.0,6
gramschmidt,L2 DRead + DWrite,29457869312.0,6
gramschmidt,L2 DMisses,79982848320.0,6
gramschmidt,L2 Access,40103335040.0,6
gramschmidt,LST,23459055400.0,6
gramschmidt,L2 Misses,79460450496.0,7
gramschmidt,L2 DRead + DWrite,29492043776.0,7
gramschmidt,L2 DMisses,79460450496.0,7
gramschmidt,L2 Access,40330278016.0,7
gramschmidt,LST,23443023416.0,7
gramschmidt,L2 Misses,79551708096.0,8
gramschmidt,L2 DRead + DWrite,29392448960.0,8
gramschmidt,L2 DMisses,79551708096.0,8
gramschmidt,L2 Access,40261920832.0,8
gramschmidt,LST,23339722856.0,8
gramschmidt,L2 Misses,77887297984.0,9
gramschmidt,L2 DRead + DWrite,29459681664.0,9
gramschmidt,L2 DMisses,77887297984.0,9
gramschmidt,L2 Access,40184104128.0,9
gramschmidt,LST,23346154744.0,9
gramschmidt,L2 Misses,78008266944.0,10
gramschmidt,L2 DRead + DWrite,29371022080.0,10
gramschmidt,L2 DMisses,78008266944.0,10
gramschmidt,L2 Access,40090342848.0,10
gramschmidt,LST,23388209692.0,10
hdiff,L2 Misses,9854757760.0,1
hdiff,L2 DRead + DWrite,5831469248.0,1
hdiff,L2 DMisses,9854757760.0,1
hdiff,L2 Access,4094078912.0,1
hdiff,LST,5375573240.0,1
hdiff,L2 Misses,9854521344.0,2
hdiff,L2 DRead + DWrite,5745668672.0,2
hdiff,L2 DMisses,9854521344.0,2
hdiff,L2 Access,4060436352.0,2
hdiff,LST,5374602704.0,2
hdiff,L2 Misses,9854551424.0,3
hdiff,L2 DRead + DWrite,5846646720.0,3
hdiff,L2 DMisses,9854551424.0,3
hdiff,L2 Access,4138080256.0,3
hdiff,LST,5375301620.0,3
hdiff,L2 Misses,9854502528.0,4
hdiff,L2 DRead + DWrite,5794612480.0,4
hdiff,L2 DMisses,9854502528.0,4
hdiff,L2 Access,4110154880.0,4
hdiff,LST,5374181304.0,4
hdiff,L2 Misses,9853528256.0,5
hdiff,L2 DRead + DWrite,5826080960.0,5
hdiff,L2 DMisses,9853528256.0,5
hdiff,L2 Access,4106501376.0,5
hdiff,LST,5374638416.0,5
hdiff,L2 Misses,9854241856.0,6
hdiff,L2 DRead + DWrite,5745824064.0,6
hdiff,L2 DMisses,9854241856.0,6
hdiff,L2 Access,4059338432.0,6
hdiff,LST,5375371980.0,6
hdiff,L2 Misses,9853899200.0,7
hdiff,L2 DRead + DWrite,5858953472.0,7
hdiff,L2 DMisses,9853899200.0,7
hdiff,L2 Access,4146191168.0,7
hdiff,LST,5375891640.0,7
hdiff,L2 Misses,9853866304.0,8
hdiff,L2 DRead + DWrite,5785997504.0,8
hdiff,L2 DMisses,9853866304.0,8
hdiff,L2 Access,4106271936.0,8
hdiff,LST,5376175060.0,8
hdiff,L2 Misses,9855049216.0,9
hdiff,L2 DRead + DWrite,5812777856.0,9
hdiff,L2 DMisses,9855049216.0,9
hdiff,L2 Access,4105723264.0,9
hdiff,LST,5375731268.0,9
hdiff,L2 Misses,9853464576.0,10
hdiff,L2 DRead + DWrite,5743812928.0,10
hdiff,L2 DMisses,9853464576.0,10
hdiff,L2 Access,4056281216.0,10
hdiff,LST,5377157856.0,10
heat_3d,L2 Misses,10303147648.0,1
heat_3d,L2 DRead + DWrite,18537788608.0,1
heat_3d,L2 DMisses,10303147648.0,1
heat_3d,L2 Access,13282861632.0,1
heat_3d,LST,10425363304.0,1
heat_3d,L2 Misses,10286670080.0,2
heat_3d,L2 DRead + DWrite,18575884416.0,2
heat_3d,L2 DMisses,10286670080.0,2
heat_3d,L2 Access,13272992704.0,2
heat_3d,LST,10420976868.0,2
heat_3d,L2 Misses,10315600256.0,3
heat_3d,L2 DRead + DWrite,18616276672.0,3
heat_3d,L2 DMisses,10315600256.0,3
heat_3d,L2 Access,13300732096.0,3
heat_3d,LST,10423768556.0,3
heat_3d,L2 Misses,10304352384.0,4
heat_3d,L2 DRead + DWrite,18267365312.0,4
heat_3d,L2 DMisses,10304352384.0,4
heat_3d,L2 Access,13281443520.0,4
heat_3d,LST,10421792296.0,4
heat_3d,L2 Misses,10334930112.0,5
heat_3d,L2 DRead + DWrite,18509080384.0,5
heat_3d,L2 DMisses,10334930112.0,5
heat_3d,L2 Access,13331661760.0,5
heat_3d,LST,10418493508.0,5
heat_3d,L2 Misses,10277622400.0,6
heat_3d,L2 DRead + DWrite,18540787712.0,6
heat_3d,L2 DMisses,10277622400.0,6
heat_3d,L2 Access,13274202048.0,6
heat_3d,LST,10419228436.0,6
heat_3d,L2 Misses,10304621056.0,7
heat_3d,L2 DRead + DWrite,18345032448.0,7
heat_3d,L2 DMisses,10304621056.0,7
heat_3d,L2 Access,13254558080.0,7
heat_3d,LST,10413572096.0,7
heat_3d,L2 Misses,10317039424.0,8
heat_3d,L2 DRead + DWrite,18410387136.0,8
heat_3d,L2 DMisses,10317039424.0,8
heat_3d,L2 Access,13199152896.0,8
heat_3d,LST,10414648416.0,8
heat_3d,L2 Misses,10292114496.0,9
heat_3d,L2 DRead + DWrite,18405610112.0,9
heat_3d,L2 DMisses,10292114496.0,9
heat_3d,L2 Access,13265176896.0,9
heat_3d,LST,10417099260.0,9
heat_3d,L2 Misses,10311197760.0,10
heat_3d,L2 DRead + DWrite,18305607040.0,10
heat_3d,L2 DMisses,10311197760.0,10
heat_3d,L2 Access,13271427392.0,10
heat_3d,LST,10419524540.0,10
jacobi_1d,L2 Misses,22975197248.0,1
jacobi_1d,L2 DRead + DWrite,30224573504.0,1
jacobi_1d,L2 DMisses,22975197248.0,1
jacobi_1d,L2 Access,24660698880.0,1
jacobi_1d,LST,24473541804.0,1
jacobi_1d,L2 Misses,22829060928.0,2
jacobi_1d,L2 DRead + DWrite,29778217344.0,2
jacobi_1d,L2 DMisses,22829060928.0,2
jacobi_1d,L2 Access,24202999232.0,2
jacobi_1d,LST,24433688064.0,2
jacobi_1d,L2 Misses,22897000512.0,3
jacobi_1d,L2 DRead + DWrite,30078674176.0,3
jacobi_1d,L2 DMisses,22897000512.0,3
jacobi_1d,L2 Access,24461048384.0,3
jacobi_1d,LST,24422702048.0,3
jacobi_1d,L2 Misses,22818111616.0,4
jacobi_1d,L2 DRead + DWrite,30097517184.0,4
jacobi_1d,L2 DMisses,22818111616.0,4
jacobi_1d,L2 Access,24075939648.0,4
jacobi_1d,LST,24423665652.0,4
jacobi_1d,L2 Misses,22811118016.0,5
jacobi_1d,L2 DRead + DWrite,30451911424.0,5
jacobi_1d,L2 DMisses,22811118016.0,5
jacobi_1d,L2 Access,24210917248.0,5
jacobi_1d,LST,24440550728.0,5
jacobi_1d,L2 Misses,22691302592.0,6
jacobi_1d,L2 DRead + DWrite,29790669888.0,6
jacobi_1d,L2 DMisses,22691302592.0,6
jacobi_1d,L2 Access,24097748864.0,6
jacobi_1d,LST,24450919852.0,6
jacobi_1d,L2 Misses,22958668480.0,7
jacobi_1d,L2 DRead + DWrite,30415831616.0,7
jacobi_1d,L2 DMisses,22958668480.0,7
jacobi_1d,L2 Access,24210185344.0,7
jacobi_1d,LST,24423775820.0,7
jacobi_1d,L2 Misses,22884642240.0,8
jacobi_1d,L2 DRead + DWrite,29771050304.0,8
jacobi_1d,L2 DMisses,22884642240.0,8
jacobi_1d,L2 Access,24137113216.0,8
jacobi_1d,LST,24427006904.0,8
jacobi_1d,L2 Misses,22943230464.0,9
jacobi_1d,L2 DRead + DWrite,30029790400.0,9
jacobi_1d,L2 DMisses,22943230464.0,9
jacobi_1d,L2 Access,24436499328.0,9
jacobi_1d,LST,24483640312.0,9
jacobi_1d,L2 Misses,22946498240.0,10
jacobi_1d,L2 DRead + DWrite,29953669952.0,10
jacobi_1d,L2 DMisses,22946498240.0,10
jacobi_1d,L2 Access,23968364032.0,10
jacobi_1d,LST,24446302372.0,10
jacobi_2d,L2 Misses,9550993408.0,1
jacobi_2d,L2 DRead + DWrite,19696726784.0,1
jacobi_2d,L2 DMisses,9550993408.0,1
jacobi_2d,L2 Access,15016848064.0,1
jacobi_2d,LST,12175046900.0,1
jacobi_2d,L2 Misses,9499828288.0,2
jacobi_2d,L2 DRead + DWrite,19587023488.0,2
jacobi_2d,L2 DMisses,9499828288.0,2
jacobi_2d,L2 Access,15018581824.0,2
jacobi_2d,LST,12258170056.0,2
jacobi_2d,L2 Misses,9537100608.0,3
jacobi_2d,L2 DRead + DWrite,19673627264.0,3
jacobi_2d,L2 DMisses,9537100608.0,3
jacobi_2d,L2 Access,15048432256.0,3
jacobi_2d,LST,12088760428.0,3
jacobi_2d,L2 Misses,9525253760.0,4
jacobi_2d,L2 DRead + DWrite,19623768448.0,4
jacobi_2d,L2 DMisses,9525253760.0,4
jacobi_2d,L2 Access,14807457472.0,4
jacobi_2d,LST,12154358388.0,4
jacobi_2d,L2 Misses,9545001152.0,5
jacobi_2d,L2 DRead + DWrite,19663826240.0,5
jacobi_2d,L2 DMisses,9545001152.0,5
jacobi_2d,L2 Access,15042269632.0,5
jacobi_2d,LST,12154306140.0,5
jacobi_2d,L2 Misses,9520264256.0,6
jacobi_2d,L2 DRead + DWrite,19625488256.0,6
jacobi_2d,L2 DMisses,9520264256.0,6
jacobi_2d,L2 Access,15028586624.0,6
jacobi_2d,LST,12165481976.0,6
jacobi_2d,L2 Misses,9564922304.0,7
jacobi_2d,L2 DRead + DWrite,19572103360.0,7
jacobi_2d,L2 DMisses,9564922304.0,7
jacobi_2d,L2 Access,15019105408.0,7
jacobi_2d,LST,12202551900.0,7
jacobi_2d,L2 Misses,9524946368.0,8
jacobi_2d,L2 DRead + DWrite,19459024576.0,8
jacobi_2d,L2 DMisses,9524946368.0,8
jacobi_2d,L2 Access,14658726976.0,8
jacobi_2d,LST,12253583200.0,8
jacobi_2d,L2 Misses,9576467584.0,9
jacobi_2d,L2 DRead + DWrite,19607666112.0,9
jacobi_2d,L2 DMisses,9576467584.0,9
jacobi_2d,L2 Access,14767995584.0,9
jacobi_2d,LST,12210959496.0,9
jacobi_2d,L2 Misses,9462381440.0,10
jacobi_2d,L2 DRead + DWrite,19732307264.0,10
jacobi_2d,L2 DMisses,9462381440.0,10
jacobi_2d,L2 Access,14644620288.0,10
jacobi_2d,LST,12276062892.0,10
k2mm,L2 Misses,0.0,1
k2mm,L2 DRead + DWrite,0.0,1
k2mm,L2 DMisses,0.0,1
k2mm,L2 Access,0.0,1
k2mm,LST,0.0,1
k2mm,L2 Misses,0.0,2
k2mm,L2 DRead + DWrite,0.0,2
k2mm,L2 DMisses,0.0,2
k2mm,L2 Access,0.0,2
k2mm,LST,0.0,2
k2mm,L2 Misses,0.0,3
k2mm,L2 DRead + DWrite,0.0,3
k2mm,L2 DMisses,0.0,3
k2mm,L2 Access,0.0,3
k2mm,LST,0.0,3
