benchmark,metric,value,repetition
arc_distance,L2 DRead + DWrite,2585291072.0,1
arc_distance,L2 DMisses,3323462400.0,1
arc_distance,L2 Access,1724982272.0,1
arc_distance,LST,7313103860.0,1
arc_distance,L2 Misses,3326632448.0,2
arc_distance,L2 DRead + DWrite,2535171648.0,2
arc_distance,L2 DMisses,3326632448.0,2
arc_distance,L2 Access,1700657600.0,2
arc_distance,LST,7315541016.0,2
arc_distance,L2 Misses,3323382208.0,3
arc_distance,L2 DRead + DWrite,2577009664.0,3
arc_distance,L2 DMisses,3323382208.0,3
arc_distance,L2 Access,1722030144.0,3
arc_distance,LST,7315259320.0,3
arc_distance,L2 Misses,3329365696.0,4
arc_distance,L2 DRead + DWrite,2532454912.0,4
arc_distance,L2 DMisses,3329365696.0,4
arc_distance,L2 Access,1694015680.0,4
arc_distance,LST,7314856252.0,4
arc_distance,L2 Misses,3323845120.0,5
arc_distance,L2 DRead + DWrite,2589969280.0,5
arc_distance,L2 DMisses,3323845120.0,5
arc_distance,L2 Access,1728385920.0,5
arc_distance,LST,7315407656.0,5
arc_distance,L2 Misses,3326930944.0,6
arc_distance,L2 DRead + DWrite,2541992128.0,6
arc_distance,L2 DMisses,3326930944.0,6
arc_distance,L2 Access,1697072896.0,6
arc_distance,LST,7314807956.0,6
arc_distance,L2 Misses,3321167616.0,7
arc_distance,L2 DRead + DWrite,2570466560.0,7
arc_distance,L2 DMisses,3321167616.0,7
arc_distance,L2 Access,1725857728.0,7
arc_distance,LST,7315425928.0,7
arc_distance,L2 Misses,3324477760.0,8
arc_distance,L2 DRead + DWrite,2544140288.0,8
arc_distance,L2 DMisses,3324477760.0,8
arc_distance,L2 Access,1699283328.0,8
arc_distance,LST,7318412468.0,8
arc_distance,L2 Misses,3324091968.0,9
arc_distance,L2 DRead + DWrite,2595489088.0,9
arc_distance,L2 DMisses,3324091968.0,9
arc_distance,L2 Access,1725156352.0,9
arc_distance,LST,7314734296.0,9
arc_distance,L2 Misses,3326864448.0,10
arc_distance,L2 DRead + DWrite,2553999040.0,10
arc_distance,L2 DMisses,3326864448.0,10
arc_distance,L2 Access,1697038720.0,10
arc_distance,LST,7314658576.0,10
atax,L2 Misses,55769797696.0,1
atax,L2 DRead + DWrite,32562147392.0,1
atax,L2 DMisses,55769797696.0,1
atax,L2 Access,32569601024.0,1
atax,LST,20046365472.0,1
atax,L2 Misses,56040886336.0,2
atax,L2 DRead + DWrite,32563880640.0,2
atax,L2 DMisses,56040886336.0,2
atax,L2 Access,32569007104.0,2
atax,LST,20051724048.0,2
atax,L2 Misses,55617222336.0,3
atax,L2 DRead + DWrite,32578216576.0,3
atax,L2 DMisses,55617222336.0,3
atax,L2 Access,32584450112.0,3
atax,LST,20048450800.0,3
atax,L2 Misses,55924080256.0,4
atax,L2 DRead + DWrite,32574096512.0,4
atax,L2 DMisses,55924080256.0,4
atax,L2 Access,32584255104.0,4
atax,LST,20048205704.0,4
atax,L2 Misses,56104316480.0,5
atax,L2 DRead + DWrite,32573127616.0,5
atax,L2 DMisses,56104316480.0,5
atax,L2 Access,32578419520.0,5
atax,LST,20044405632.0,5
atax,L2 Misses,55905751232.0,6
atax,L2 DRead + DWrite,32572523072.0,6
atax,L2 DMisses,55905751232.0,6
atax,L2 Access,32575122944.0,6
atax,LST,20056269768.0,6
atax,L2 Misses,55680953728.0,7
atax,L2 DRead + DWrite,32580416640.0,7
atax,L2 DMisses,55680953728.0,7
atax,L2 Access,32582185984.0,7
atax,LST,20052750180.0,7
atax,L2 Misses,55707183040.0,8
atax,L2 DRead + DWrite,32582626752.0,8
atax,L2 DMisses,55707183040.0,8
atax,L2 Access,32585640896.0,8
atax,LST,20048825000.0,8
atax,L2 Misses,55992130048.0,9
atax,L2 DRead + DWrite,32566400960.0,9
atax,L2 DMisses,55992130048.0,9
atax,L2 Access,32564768448.0,9
atax,LST,20037601784.0,9
atax,L2 Misses,56057763712.0,10
atax,L2 DRead + DWrite,32561488000.0,10
atax,L2 DMisses,56057763712.0,10
atax,L2 Access,32566413248.0,10
atax,LST,20048414644.0,10
azimint_hist,L2 Misses,0.0,1
azimint_hist,L2 DRead + DWrite,0.0,1
azimint_hist,L2 DMisses,0.0,1
azimint_hist,L2 Access,0.0,1
azimint_hist,LST,0.0,1
azimint_hist,L2 Misses,0.0,2
azimint_hist,L2 DRead + DWrite,0.0,2
azimint_hist,L2 DMisses,0.0,2
azimint_hist,L2 Access,0.0,2
azimint_hist,LST,0.0,2
azimint_hist,L2 Misses,0.0,3
azimint_hist,L2 DRead + DWrite,0.0,3
azimint_hist,L2 DMisses,0.0,3
azimint_hist,L2 Access,0.0,3
azimint_hist,LST,0.0,3
azimint_hist,L2 Misses,0.0,4
azimint_hist,L2 DRead + DWrite,0.0,4
azimint_hist,L2 DMisses,0.0,4
azimint_hist,L2 Access,0.0,4
azimint_hist,LST,0.0,4
azimint_hist,L2 Misses,0.0,5
azimint_hist,L2 DRead + DWrite,0.0,5
azimint_hist,L2 DMisses,0.0,5
azimint_hist,L2 Access,0.0,5
azimint_hist,LST,0.0,5
azimint_hist,L2 Misses,0.0,6
azimint_hist,L2 DRead + DWrite,0.0,6
azimint_hist,L2 DMisses,0.0,6
azimint_hist,L2 Access,0.0,6
azimint_hist,LST,0.0,6
azimint_hist,L2 Misses,0.0,7
azimint_hist,L2 DRead + DWrite,0.0,7
azimint_hist,L2 DMisses,0.0,7
azimint_hist,L2 Access,0.0,7
azimint_hist,LST,0.0,7
azimint_hist,L2 Misses,0.0,8
azimint_hist,L2 DRead + DWrite,0.0,8
azimint_hist,L2 DMisses,0.0,8
azimint_hist,L2 Access,0.0,8
azimint_hist,LST,0.0,8
azimint_hist,L2 Misses,0.0,9
azimint_hist,L2 DRead + DWrite,0.0,9
azimint_hist,L2 DMisses,0.0,9
azimint_hist,L2 Access,0.0,9
azimint_hist,LST,0.0,9
azimint_hist,L2 Misses,0.0,10
azimint_hist,L2 DRead + DWrite,0.0,10
azimint_hist,L2 DMisses,0.0,10
azimint_hist,L2 Access,0.0,10
azimint_hist,LST,0.0,10
azimint_naive,L2 Misses,1034471486464.0,1
azimint_naive,L2 DRead + DWrite,0.0,1
azimint_naive,L2 DMisses,1034471486464.0,1
azimint_naive,L2 Access,0.0,1
azimint_naive,LST,0.0,1
azimint_naive,L2 Misses,1023537835904.0,2
azimint_naive,L2 DRead + DWrite,0.0,2
azimint_naive,L2 DMisses,1023537835904.0,2
azimint_naive,L2 Access,0.0,2
azimint_naive,LST,0.0,2
azimint_naive,L2 Misses,1011733976320.0,3
azimint_naive,L2 DRead + DWrite,0.0,3
azimint_naive,L2 DMisses,1011733976320.0,3
azimint_naive,L2 Access,0.0,3
azimint_naive,LST,0.0,3
azimint_naive,L2 Misses,1034344169600.0,4
azimint_naive,L2 DRead + DWrite,0.0,4
azimint_naive,L2 DMisses,1034344169600.0,4
azimint_naive,L2 Access,0.0,4
azimint_naive,LST,0.0,4
azimint_naive,L2 Misses,981998658880.0,5
azimint_naive,L2 DRead + DWrite,0.0,5
azimint_naive,L2 DMisses,981998658880.0,5
azimint_naive,L2 Access,0.0,5
azimint_naive,LST,0.0,5
azimint_naive,L2 Misses,982631997184.0,6
azimint_naive,L2 DRead + DWrite,0.0,6
azimint_naive,L2 DMisses,982631997184.0,6
azimint_naive,L2 Access,0.0,6
azimint_naive,LST,0.0,6
azimint_naive,L2 Misses,1036625834432.0,7
azimint_naive,L2 DRead + DWrite,0.0,7
azimint_naive,L2 DMisses,1036625834432.0,7
azimint_naive,L2 Access,0.0,7
azimint_naive,LST,0.0,7
azimint_naive,L2 Misses,1024244233280.0,8
azimint_naive,L2 DRead + DWrite,0.0,8
azimint_naive,L2 DMisses,1024244233280.0,8
azimint_naive,L2 Access,0.0,8
azimint_naive,LST,0.0,8
azimint_naive,L2 Misses,1031161341440.0,9
azimint_naive,L2 DRead + DWrite,0.0,9
azimint_naive,L2 DMisses,1031161341440.0,9
azimint_naive,L2 Access,0.0,9
azimint_naive,LST,0.0,9
azimint_naive,L2 Misses,1022925404352.0,10
azimint_naive,L2 DRead + DWrite,0.0,10
azimint_naive,L2 DMisses,1022925404352.0,10
azimint_naive,L2 Access,0.0,10
azimint_naive,LST,0.0,10
bicg,L2 Misses,57838338688.0,1
bicg,L2 DRead + DWrite,32521847680.0,1
bicg,L2 DMisses,57838338688.0,1
bicg,L2 Access,32539836992.0,1
bicg,LST,20050714032.0,1
bicg,L2 Misses,57777254656.0,2
bicg,L2 DRead + DWrite,32518473344.0,2
bicg,L2 DMisses,57777254656.0,2
bicg,L2 Access,32538826304.0,2
bicg,LST,20053978608.0,2
bicg,L2 Misses,57823357568.0,3
bicg,L2 DRead + DWrite,32551152064.0,3
bicg,L2 DMisses,57823357568.0,3
bicg,L2 Access,32556025344.0,3
bicg,LST,20050355200.0,3
bicg,L2 Misses,57769659072.0,4
bicg,L2 DRead + DWrite,32552276352.0,4
bicg,L2 DMisses,57769659072.0,4
bicg,L2 Access,32559799744.0,4
bicg,LST,20048839964.0,4
bicg,L2 Misses,57838666176.0,5
bicg,L2 DRead + DWrite,32526565440.0,5
bicg,L2 DMisses,57838666176.0,5
bicg,L2 Access,32540766336.0,5
bicg,LST,20052010756.0,5
bicg,L2 Misses,57771301312.0,6
bicg,L2 DRead + DWrite,32521813248.0,6
bicg,L2 DMisses,57771301312.0,6
bicg,L2 Access,32534525056.0,6
bicg,LST,20052285076.0,6
bicg,L2 Misses,57825716992.0,7
bicg,L2 DRead + DWrite,32549341312.0,7
bicg,L2 DMisses,57825716992.0,7
bicg,L2 Access,32558936704.0,7
bicg,LST,20050101812.0,7
bicg,L2 Misses,57762314176.0,8
bicg,L2 DRead + DWrite,32551174912.0,8
bicg,L2 DMisses,57762314176.0,8
bicg,L2 Access,32553985408.0,8
bicg,LST,20049305240.0,8
bicg,L2 Misses,57835446272.0,9
bicg,L2 DRead + DWrite,32518444160.0,9
bicg,L2 DMisses,57835446272.0,9
bicg,L2 Access,32535032064.0,9
bicg,LST,20045544508.0,9
bicg,L2 Misses,57773682048.0,10
bicg,L2 DRead + DWrite,32523054656.0,10
bicg,L2 DMisses,57773682048.0,10
bicg,L2 Access,32537785984.0,10
bicg,LST,20055400988.0,10
cavity_flow,L2 Misses,8369975296.0,1
cavity_flow,L2 DRead + DWrite,20139594368.0,1
cavity_flow,L2 DMisses,8369975296.0,1
cavity_flow,L2 Access,14077308992.0,1
cavity_flow,LST,11321908248.0,1
cavity_flow,L2 Misses,8326668160.0,2
cavity_flow,L2 DRead + DWrite,20117606400.0,2
cavity_flow,L2 DMisses,8326668160.0,2
cavity_flow,L2 Access,14042386752.0,2
cavity_flow,LST,11308202572.0,2
cavity_flow,L2 Misses,8360674432.0,3
cavity_flow,L2 DRead + DWrite,20168774912.0,3
cavity_flow,L2 DMisses,8360674432.0,3
cavity_flow,L2 Access,14119188736.0,3
cavity_flow,LST,11300958404.0,3
cavity_flow,L2 Misses,8334842368.0,4
cavity_flow,L2 DRead + DWrite,20144474176.0,4
cavity_flow,L2 DMisses,8334842368.0,4
cavity_flow,L2 Access,14078345984.0,4
cavity_flow,LST,11311133576.0,4
cavity_flow,L2 Misses,8451540416.0,5
cavity_flow,L2 DRead + DWrite,20182891328.0,5
cavity_flow,L2 DMisses,8451540416.0,5
cavity_flow,L2 Access,14096734464.0,5
cavity_flow,LST,11317213768.0,5
cavity_flow,L2 Misses,8470009216.0,6
cavity_flow,L2 DRead + DWrite,20160923456.0,6
cavity_flow,L2 DMisses,8470009216.0,6
cavity_flow,L2 Access,14077116032.0,6
cavity_flow,LST,11317747464.0,6
cavity_flow,L2 Misses,8518998592.0,7
cavity_flow,L2 DRead + DWrite,20207501184.0,7
cavity_flow,L2 DMisses,8518998592.0,7
cavity_flow,L2 Access,14109084224.0,7
cavity_flow,LST,11307205812.0,7
cavity_flow,L2 Misses,8563142080.0,8
cavity_flow,L2 DRead + DWrite,20171772544.0,8
cavity_flow,L2 DMisses,8563142080.0,8
cavity_flow,L2 Access,14076814272.0,8
cavity_flow,LST,11308768928.0,8
cavity_flow,L2 Misses,8452626816.0,9
cavity_flow,L2 DRead + DWrite,20198381312.0,9
cavity_flow,L2 DMisses,8452626816.0,9
cavity_flow,L2 Access,14107908352.0,9
cavity_flow,LST,11307132464.0,9
cavity_flow,L2 Misses,8437772672.0,10
cavity_flow,L2 DRead + DWrite,20123734912.0,10
cavity_flow,L2 DMisses,8437772672.0,10
cavity_flow,L2 Access,14057435072.0,10
cavity_flow,LST,11310615024.0,10
cholesky,L2 Misses,161157947008.0,1
cholesky,L2 DRead + DWrite,0.0,1
cholesky,L2 DMisses,161157947008.0,1
cholesky,L2 Access,0.0,1
cholesky,LST,36127742832.0,1
cholesky,L2 Misses,175742217920.0,2
cholesky,L2 DRead + DWrite,0.0,2
cholesky,L2 DMisses,175742217920.0,2
cholesky,L2 Access,0.0,2
cholesky,LST,35874032108.0,2
cholesky,L2 Misses,161908702016.0,3
cholesky,L2 DRead + DWrite,0.0,3
cholesky,L2 DMisses,161908702016.0,3
cholesky,L2 Access,0.0,3
cholesky,LST,36143157180.0,3
cholesky,L2 Misses,175735760640.0,4
cholesky,L2 DRead + DWrite,0.0,4
cholesky,L2 DMisses,175735760640.0,4
cholesky,L2 Access,0.0,4
cholesky,LST,35858705848.0,4
cholesky,L2 Misses,162288189696.0,5
cholesky,L2 DRead + DWrite,0.0,5
cholesky,L2 DMisses,162288189696.0,5
cholesky,L2 Access,0.0,5
cholesky,LST,36105788032.0,5
cholesky,L2 Misses,177017524864.0,6
cholesky,L2 DRead + DWrite,0.0,6
cholesky,L2 DMisses,177017524864.0,6
cholesky,L2 Access,0.0,6
cholesky,LST,35835563968.0,6
cholesky,L2 Misses,163201364544.0,7
cholesky,L2 DRead + DWrite,0.0,7
cholesky,L2 DMisses,163201364544.0,7
cholesky,L2 Access,0.0,7
cholesky,LST,36080791456.0,7
cholesky,L2 Misses,177339195520.0,8
cholesky,L2 DRead + DWrite,0.0,8
cholesky,L2 DMisses,177339195520.0,8
cholesky,L2 Access,0.0,8
cholesky,LST,35828190828.0,8
cholesky,L2 Misses,162930698880.0,9
cholesky,L2 DRead + DWrite,0.0,9
cholesky,L2 DMisses,162930698880.0,9
cholesky,L2 Access,0.0,9
cholesky,LST,36223546160.0,9
cholesky,L2 Misses,177454489600.0,10
cholesky,L2 DRead + DWrite,0.0,10
cholesky,L2 DMisses,177454489600.0,10
cholesky,L2 Access,0.0,10
cholesky,LST,35828046184.0,10
compute,L2 Misses,26450205888.0,1
compute,L2 DRead + DWrite,20467229504.0,1
compute,L2 DMisses,26450205888.0,1
compute,L2 Access,13271233856.0,1
compute,LST,15454210784.0,1
compute,L2 Misses,26480879040.0,2
compute,L2 DRead + DWrite,19623145728.0,2
compute,L2 DMisses,26480879040.0,2
compute,L2 Access,12746931328.0,2
compute,LST,15433538700.0,2
compute,L2 Misses,26453519744.0,3
compute,L2 DRead + DWrite,20451882816.0,3
compute,L2 DMisses,26453519744.0,3
compute,L2 Access,13250610112.0,3
compute,LST,15453977440.0,3
compute,L2 Misses,26483001728.0,4
compute,L2 DRead + DWrite,19596735872.0,4
compute,L2 DMisses,26483001728.0,4
compute,L2 Access,12750257216.0,4
compute,LST,15433372328.0,4
compute,L2 Misses,26450148032.0,5
compute,L2 DRead + DWrite,20450684800.0,5
compute,L2 DMisses,26450148032.0,5
compute,L2 Access,13259246784.0,5
compute,LST,15451643836.0,5
compute,L2 Misses,26479857856.0,6
compute,L2 DRead + DWrite,19629908352.0,6
compute,L2 DMisses,26479857856.0,6
compute,L2 Access,12766835008.0,6
compute,LST,15431638932.0,6
compute,L2 Misses,26452593472.0,7
compute,L2 DRead + DWrite,20470500928.0,7
compute,L2 DMisses,26452593472.0,7
compute,L2 Access,13231144512.0,7
compute,LST,15452584784.0,7
compute,L2 Misses,26482594944.0,8
compute,L2 DRead + DWrite,19585368896.0,8
compute,L2 DMisses,26482594944.0,8
compute,L2 Access,12763900352.0,8
compute,LST,15433573068.0,8
compute,L2 Misses,26450358912.0,9
compute,L2 DRead + DWrite,20484306944.0,9
compute,L2 DMisses,26450358912.0,9
compute,L2 Access,13252740032.0,9
compute,LST,15452385596.0,9
compute,L2 Misses,26479934720.0,10
compute,L2 DRead + DWrite,19612645952.0,10
compute,L2 DMisses,26479934720.0,10
compute,L2 Access,12776403712.0,10
compute,LST,15433942500.0,10
conv2d_bias,L2 Misses,24265790784.0,1
conv2d_bias,L2 DRead + DWrite,5103539264.0,1
conv2d_bias,L2 DMisses,24265790784.0,1
conv2d_bias,L2 Access,14481156736.0,1
conv2d_bias,LST,21344979836.0,1
conv2d_bias,L2 Misses,23876012288.0,2
conv2d_bias,L2 DRead + DWrite,5286290048.0,2
conv2d_bias,L2 DMisses,23876012288.0,2
conv2d_bias,L2 Access,14364781568.0,2
conv2d_bias,LST,21272875104.0,2
conv2d_bias,L2 Misses,23055199488.0,3
conv2d_bias,L2 DRead + DWrite,5616753280.0,3
conv2d_bias,L2 DMisses,23055199488.0,3
conv2d_bias,L2 Access,14001459712.0,3
conv2d_bias,LST,21554313120.0,3
conv2d_bias,L2 Misses,28821015104.0,4
conv2d_bias,L2 DRead + DWrite,4925276992.0,4
conv2d_bias,L2 DMisses,28821015104.0,4
conv2d_bias,L2 Access,14309878272.0,4
conv2d_bias,LST,21073082868.0,4
conv2d_bias,L2 Misses,22694242496.0,5
conv2d_bias,L2 DRead + DWrite,5323921088.0,5
conv2d_bias,L2 DMisses,22694242496.0,5
conv2d_bias,L2 Access,14156295616.0,5
conv2d_bias,LST,21519677988.0,5
conv2d_bias,L2 Misses,23897949760.0,6
conv2d_bias,L2 DRead + DWrite,5547824576.0,6
conv2d_bias,L2 DMisses,23897949760.0,6
conv2d_bias,L2 Access,14278343616.0,6
conv2d_bias,LST,23034202096.0,6
conv2d_bias,L2 Misses,23068133696.0,7
conv2d_bias,L2 DRead + DWrite,5468150912.0,7
conv2d_bias,L2 DMisses,23068133696.0,7
conv2d_bias,L2 Access,14355751168.0,7
conv2d_bias,LST,21756287592.0,7
conv2d_bias,L2 Misses,24131298240.0,8
conv2d_bias,L2 DRead + DWrite,5597660352.0,8
conv2d_bias,L2 DMisses,24131298240.0,8
conv2d_bias,L2 Access,13709920640.0,8
conv2d_bias,LST,21605799112.0,8
conv2d_bias,L2 Misses,44021241920.0,9
conv2d_bias,L2 DRead + DWrite,5258879552.0,9
conv2d_bias,L2 DMisses,44021241920.0,9
conv2d_bias,L2 Access,14442370304.0,9
conv2d_bias,LST,22179073292.0,9
conv2d_bias,L2 Misses,23460226368.0,10
conv2d_bias,L2 DRead + DWrite,5631385856.0,10
conv2d_bias,L2 DMisses,23460226368.0,10
conv2d_bias,L2 Access,13793942592.0,10
conv2d_bias,LST,21612583144.0,10
correlation,L2 Misses,2625725253824.0,1
correlation,L2 DRead + DWrite,2621817556160.0,1
correlation,L2 DMisses,2625725253824.0,1
correlation,L2 Access,2625021344128.0,1
correlation,LST,414312816744.0,1
correlation,L2 Misses,2625746556608.0,2
correlation,L2 DRead + DWrite,2621808734848.0,2
correlation,L2 DMisses,2625746556608.0,2
correlation,L2 Access,2625035484224.0,2
correlation,LST,414302709964.0,2
correlation,L2 Misses,2625713984384.0,3
correlation,L2 DRead + DWrite,2621881194304.0,3
correlation,L2 DMisses,2625713984384.0,3
correlation,L2 Access,2625050333056.0,3
correlation,LST,414418145892.0,3
correlation,L2 Misses,2625753095040.0,4
correlation,L2 DRead + DWrite,2621799563648.0,4
correlation,L2 DMisses,2625753095040.0,4
correlation,L2 Access,2625027350080.0,4
correlation,LST,414479859648.0,4
correlation,L2 Misses,2625691460736.0,5
correlation,L2 DRead + DWrite,2621844168512.0,5
correlation,L2 DMisses,2625691460736.0,5
correlation,L2 Access,2624992049280.0,5
correlation,LST,414313316668.0,5
correlation,L2 Misses,2625702099520.0,6
correlation,L2 DRead + DWrite,2621816777216.0,6
correlation,L2 DMisses,2625702099520.0,6
correlation,L2 Access,2625041566912.0,6
correlation,LST,414315955396.0,6
correlation,L2 Misses,2625682482496.0,7
correlation,L2 DRead + DWrite,2621845592704.0,7
correlation,L2 DMisses,2625682482496.0,7
correlation,L2 Access,2625055741632.0,7
correlation,LST,414377751376.0,7
correlation,L2 Misses,2625758112704.0,8
correlation,L2 DRead + DWrite,2621782317504.0,8
correlation,L2 DMisses,2625758112704.0,8
correlation,L2 Access,2625073654784.0,8
correlation,LST,414399908460.0,8
correlation,L2 Misses,2625722002880.0,9
correlation,L2 DRead + DWrite,2621834352000.0,9
correlation,L2 DMisses,2625722002880.0,9
correlation,L2 Access,2624986229376.0,9
correlation,LST,414343362320.0,9
correlation,L2 Misses,2625725488320.0,10
correlation,L2 DRead + DWrite,2621830483200.0,10
correlation,L2 DMisses,2625725488320.0,10
correlation,L2 Access,2624990504640.0,10
correlation,LST,414370878592.0,10
covariance,L2 Misses,2625510234624.0,1
covariance,L2 DRead + DWrite,2621571115264.0,1
covariance,L2 DMisses,2625510234624.0,1
covariance,L2 Access,2625145907264.0,1
covariance,LST,414225271160.0,1
covariance,L2 Misses,2625531178496.0,2
covariance,L2 DRead + DWrite,2621589955200.0,2
covariance,L2 DMisses,2625531178496.0,2
covariance,L2 Access,2625132414656.0,2
covariance,LST,414279118280.0,2
covariance,L2 Misses,2625498670464.0,3
covariance,L2 DRead + DWrite,2621547450048.0,3
covariance,L2 DMisses,2625498670464.0,3
covariance,L2 Access,2625158223552.0,3
covariance,LST,414093256704.0,3
covariance,L2 Misses,2625517522432.0,4
covariance,L2 DRead + DWrite,2621559011584.0,4
covariance,L2 DMisses,2625517522432.0,4
covariance,L2 Access,2625089802240.0,4
covariance,LST,414111211272.0,4
covariance,L2 Misses,2625482263616.0,5
covariance,L2 DRead + DWrite,2621565026368.0,5
covariance,L2 DMisses,2625482263616.0,5
covariance,L2 Access,2625166341312.0,5
covariance,LST,414223401400.0,5
covariance,L2 Misses,2625526105664.0,6
covariance,L2 DRead + DWrite,2621565907712.0,6
covariance,L2 DMisses,2625526105664.0,6
covariance,L2 Access,2625134118464.0,6
covariance,LST,414254965320.0,6
covariance,L2 Misses,2625501535360.0,7
covariance,L2 DRead + DWrite,2621574402560.0,7
covariance,L2 DMisses,2625501535360.0,7
covariance,L2 Access,2625135740288.0,7
covariance,LST,414111590916.0,7
covariance,L2 Misses,2625544099712.0,8
covariance,L2 DRead + DWrite,2621562116928.0,8
covariance,L2 DMisses,2625544099712.0,8
covariance,L2 Access,2625074669888.0,8
covariance,LST,414115038240.0,8
covariance,L2 Misses,2625525313024.0,9
covariance,L2 DRead + DWrite,2621573092416.0,9
covariance,L2 DMisses,2625525313024.0,9
covariance,L2 Access,2625147058112.0,9
covariance,LST,414181432268.0,9
covariance,L2 Misses,2625567414080.0,10
covariance,L2 DRead + DWrite,2621564737088.0,10
covariance,L2 DMisses,2625567414080.0,10
covariance,L2 Access,2625098700288.0,10
covariance,LST,414211599332.0,10
crc16,L2 Misses,218560.0,1
crc16,L2 DRead + DWrite,118528.0,1
crc16,L2 DMisses,218560.0,1
crc16,L2 Access,956288.0,1
crc16,LST,10579348.0,1
crc16,L2 Misses,214912.0,2
crc16,L2 DRead + DWrite,91648.0,2
crc16,L2 DMisses,214912.0,2
crc16,L2 Access,823168.0,2
crc16,LST,10197348.0,2
crc16,L2 Misses,213632.0,3
crc16,L2 DRead + DWrite,98880.0,3
crc16,L2 DMisses,213632.0,3
crc16,L2 Access,576128.0,3
crc16,LST,10386532.0,3
crc16,L2 Misses,224640.0,4
crc16,L2 DRead + DWrite,89792.0,4
crc16,L2 DMisses,224640.0,4
crc16,L2 Access,545600.0,4
crc16,LST,10079224.0,4
crc16,L2 Misses,218240.0,5
crc16,L2 DRead + DWrite,85632.0,5
crc16,L2 DMisses,218240.0,5
crc16,L2 Access,706688.0,5
crc16,LST,10216232.0,5
crc16,L2 Misses,214464.0,6
crc16,L2 DRead + DWrite,80448.0,6
crc16,L2 DMisses,214464.0,6
crc16,L2 Access,789952.0,6
crc16,LST,10119808.0,6
crc16,L2 Misses,214656.0,7
crc16,L2 DRead + DWrite,86080.0,7
crc16,L2 DMisses,214656.0,7
crc16,L2 Access,564480.0,7
crc16,LST,10588268.0,7
crc16,L2 Misses,213056.0,8
crc16,L2 DRead + DWrite,89536.0,8
crc16,L2 DMisses,213056.0,8
crc16,L2 Access,543360.0,8
crc16,LST,10115116.0,8
crc16,L2 Misses,204416.0,9
crc16,L2 DRead + DWrite,81920.0,9
crc16,L2 DMisses,204416.0,9
crc16,L2 Access,729728.0,9
crc16,LST,10095084.0,9
crc16,L2 Misses,210688.0,10
crc16,L2 DRead + DWrite,82432.0,10
crc16,L2 DMisses,210688.0,10
crc16,L2 Access,619520.0,10
crc16,LST,10096252.0,10
deriche,L2 Misses,26019346496.0,1
deriche,L2 DRead + DWrite,11814383872.0,1
deriche,L2 DMisses,26019346496.0,1
deriche,L2 Access,16616637056.0,1
deriche,LST,12213894744.0,1
deriche,L2 Misses,26082872448.0,2
deriche,L2 DRead + DWrite,11816329792.0,2
deriche,L2 DMisses,26082872448.0,2
deriche,L2 Access,16584203136.0,2
deriche,LST,12198697928.0,2
deriche,L2 Misses,26055610176.0,3
deriche,L2 DRead + DWrite,11816820224.0,3
deriche,L2 DMisses,26055610176.0,3
deriche,L2 Access,16599423552.0,3
deriche,LST,12189720564.0,3
deriche,L2 Misses,26244754688.0,4
deriche,L2 DRead + DWrite,11789176576.0,4
deriche,L2 DMisses,26244754688.0,4
deriche,L2 Access,16611181952.0,4
deriche,LST,12192545296.0,4
deriche,L2 Misses,26077134592.0,5
deriche,L2 DRead + DWrite,11822600960.0,5
deriche,L2 DMisses,26077134592.0,5
