benchmark,metric,value,repetition
deriche,L3 Access,26057576320.0,6
deriche,LST,12223685028.0,6
deriche,L3 Misses,8356168000.0,7
deriche,L3 DRead + DWrite,13287207680.0,7
deriche,L3 DMisses,8356168000.0,7
deriche,L3 Access,25964844096.0,7
deriche,LST,12194952720.0,7
deriche,L3 Misses,8330610944.0,8
deriche,L3 DRead + DWrite,13295225536.0,8
deriche,L3 DMisses,8330610944.0,8
deriche,L3 Access,26235489984.0,8
deriche,LST,12191333140.0,8
deriche,L3 Misses,8300578112.0,9
deriche,L3 DRead + DWrite,13309921152.0,9
deriche,L3 DMisses,8300578112.0,9
deriche,L3 Access,26043980416.0,9
deriche,LST,12190915032.0,9
deriche,L3 Misses,8274201088.0,10
deriche,L3 DRead + DWrite,13312792512.0,10
deriche,L3 DMisses,8274201088.0,10
deriche,L3 Access,26183218432.0,10
deriche,LST,12200156860.0,10
durbin,L3 Misses,18006192384.0,1
durbin,L3 DRead + DWrite,24327757504.0,1
durbin,L3 DMisses,18006192384.0,1
durbin,L3 Access,57703596288.0,1
durbin,LST,19229542796.0,1
durbin,L3 Misses,17692227520.0,2
durbin,L3 DRead + DWrite,23941227968.0,2
durbin,L3 DMisses,17692227520.0,2
durbin,L3 Access,60293722816.0,2
durbin,LST,19198412544.0,2
durbin,L3 Misses,18362310080.0,3
durbin,L3 DRead + DWrite,24037291328.0,3
durbin,L3 DMisses,18362310080.0,3
durbin,L3 Access,57790210944.0,3
durbin,LST,19229158084.0,3
durbin,L3 Misses,18297452416.0,4
durbin,L3 DRead + DWrite,24115118656.0,4
durbin,L3 DMisses,18297452416.0,4
durbin,L3 Access,59870788672.0,4
durbin,LST,19198315120.0,4
durbin,L3 Misses,17518991104.0,5
durbin,L3 DRead + DWrite,23851544064.0,5
durbin,L3 DMisses,17518991104.0,5
durbin,L3 Access,58810533760.0,5
durbin,LST,19188066156.0,5
durbin,L3 Misses,17609819264.0,6
durbin,L3 DRead + DWrite,24449935744.0,6
durbin,L3 DMisses,17609819264.0,6
durbin,L3 Access,61028369088.0,6
durbin,LST,19205433896.0,6
durbin,L3 Misses,18095628672.0,7
durbin,L3 DRead + DWrite,24141682752.0,7
durbin,L3 DMisses,18095628672.0,7
durbin,L3 Access,62513730560.0,7
durbin,LST,19225828368.0,7
durbin,L3 Misses,18106193152.0,8
durbin,L3 DRead + DWrite,24668530816.0,8
durbin,L3 DMisses,18106193152.0,8
durbin,L3 Access,58112475776.0,8
durbin,LST,19275104740.0,8
durbin,L3 Misses,18857133056.0,9
durbin,L3 DRead + DWrite,23856447168.0,9
durbin,L3 DMisses,18857133056.0,9
durbin,L3 Access,60432081536.0,9
durbin,LST,19265843188.0,9
durbin,L3 Misses,17752866112.0,10
durbin,L3 DRead + DWrite,24987061824.0,10
durbin,L3 DMisses,17752866112.0,10
durbin,L3 Access,58553156160.0,10
durbin,LST,19246658748.0,10
fdtd_2d,L3 Misses,222827456.0,1
fdtd_2d,L3 DRead + DWrite,423288448.0,1
fdtd_2d,L3 DMisses,222827456.0,1
fdtd_2d,L3 Access,9722007936.0,1
fdtd_2d,LST,13013051480.0,1
fdtd_2d,L3 Misses,243348800.0,2
fdtd_2d,L3 DRead + DWrite,429520832.0,2
fdtd_2d,L3 DMisses,243348800.0,2
fdtd_2d,L3 Access,9668458176.0,2
fdtd_2d,LST,13013769532.0,2
fdtd_2d,L3 Misses,301907520.0,3
fdtd_2d,L3 DRead + DWrite,447008640.0,3
fdtd_2d,L3 DMisses,301907520.0,3
fdtd_2d,L3 Access,9773645696.0,3
fdtd_2d,LST,13015690808.0,3
fdtd_2d,L3 Misses,220628288.0,4
fdtd_2d,L3 DRead + DWrite,432553920.0,4
fdtd_2d,L3 DMisses,220628288.0,4
fdtd_2d,L3 Access,9674323072.0,4
fdtd_2d,LST,13012848872.0,4
fdtd_2d,L3 Misses,221809408.0,5
fdtd_2d,L3 DRead + DWrite,411003328.0,5
fdtd_2d,L3 DMisses,221809408.0,5
fdtd_2d,L3 Access,9643330944.0,5
fdtd_2d,LST,13008855028.0,5
fdtd_2d,L3 Misses,228407168.0,6
fdtd_2d,L3 DRead + DWrite,411771648.0,6
fdtd_2d,L3 DMisses,228407168.0,6
fdtd_2d,L3 Access,9699668992.0,6
fdtd_2d,LST,13011278664.0,6
fdtd_2d,L3 Misses,339692800.0,7
fdtd_2d,L3 DRead + DWrite,431367232.0,7
fdtd_2d,L3 DMisses,339692800.0,7
fdtd_2d,L3 Access,9840584064.0,7
fdtd_2d,LST,13017192596.0,7
fdtd_2d,L3 Misses,254376640.0,8
fdtd_2d,L3 DRead + DWrite,419917696.0,8
fdtd_2d,L3 DMisses,254376640.0,8
fdtd_2d,L3 Access,9813200960.0,8
fdtd_2d,LST,13009752092.0,8
fdtd_2d,L3 Misses,252838784.0,9
fdtd_2d,L3 DRead + DWrite,419698304.0,9
fdtd_2d,L3 DMisses,252838784.0,9
fdtd_2d,L3 Access,9714032448.0,9
fdtd_2d,LST,13014883688.0,9
fdtd_2d,L3 Misses,315416448.0,10
fdtd_2d,L3 DRead + DWrite,421239232.0,10
fdtd_2d,L3 DMisses,315416448.0,10
fdtd_2d,L3 Access,9679792320.0,10
fdtd_2d,LST,13015506964.0,10
floyd_warshall,L3 Misses,3706461120.0,1
floyd_warshall,L3 DRead + DWrite,3724531904.0,1
floyd_warshall,L3 DMisses,3706461120.0,1
floyd_warshall,L3 Access,8006719424.0,1
floyd_warshall,LST,17025686932.0,1
floyd_warshall,L3 Misses,3711826176.0,2
floyd_warshall,L3 DRead + DWrite,3772580032.0,2
floyd_warshall,L3 DMisses,3711826176.0,2
floyd_warshall,L3 Access,7997892608.0,2
floyd_warshall,LST,17028478888.0,2
floyd_warshall,L3 Misses,3703520640.0,3
floyd_warshall,L3 DRead + DWrite,3731334080.0,3
floyd_warshall,L3 DMisses,3703520640.0,3
floyd_warshall,L3 Access,8010690944.0,3
floyd_warshall,LST,17042143644.0,3
floyd_warshall,L3 Misses,3708115136.0,4
floyd_warshall,L3 DRead + DWrite,3750371072.0,4
floyd_warshall,L3 DMisses,3708115136.0,4
floyd_warshall,L3 Access,8010317120.0,4
floyd_warshall,LST,17142081240.0,4
floyd_warshall,L3 Misses,3709226752.0,5
floyd_warshall,L3 DRead + DWrite,3801703232.0,5
floyd_warshall,L3 DMisses,3709226752.0,5
floyd_warshall,L3 Access,7990899648.0,5
floyd_warshall,LST,17040651020.0,5
floyd_warshall,L3 Misses,3705197440.0,6
floyd_warshall,L3 DRead + DWrite,3804743680.0,6
floyd_warshall,L3 DMisses,3705197440.0,6
floyd_warshall,L3 Access,7996542464.0,6
floyd_warshall,LST,17033029624.0,6
floyd_warshall,L3 Misses,3710235904.0,7
floyd_warshall,L3 DRead + DWrite,3755595840.0,7
floyd_warshall,L3 DMisses,3710235904.0,7
floyd_warshall,L3 Access,8019552704.0,7
floyd_warshall,LST,17023072368.0,7
floyd_warshall,L3 Misses,3703248256.0,8
floyd_warshall,L3 DRead + DWrite,3749026752.0,8
floyd_warshall,L3 DMisses,3703248256.0,8
floyd_warshall,L3 Access,7993972096.0,8
floyd_warshall,LST,17033134048.0,8
floyd_warshall,L3 Misses,3711941888.0,9
floyd_warshall,L3 DRead + DWrite,3766474752.0,9
floyd_warshall,L3 DMisses,3711941888.0,9
floyd_warshall,L3 Access,7993535168.0,9
floyd_warshall,LST,17039431684.0,9
floyd_warshall,L3 Misses,3705468032.0,10
floyd_warshall,L3 DRead + DWrite,3747053632.0,10
floyd_warshall,L3 DMisses,3705468032.0,10
floyd_warshall,L3 Access,7985888896.0,10
floyd_warshall,LST,17047653368.0,10
gemm,L3 Misses,0.0,1
gemm,L3 DRead + DWrite,0.0,1
gemm,L3 DMisses,0.0,1
gemm,L3 Access,0.0,1
gemm,LST,0.0,1
gemm,L3 Misses,0.0,2
gemm,L3 DRead + DWrite,0.0,2
gemm,L3 DMisses,0.0,2
gemm,L3 Access,0.0,2
gemm,LST,0.0,2
gemm,L3 Misses,0.0,3
gemm,L3 DRead + DWrite,0.0,3
gemm,L3 DMisses,0.0,3
gemm,L3 Access,0.0,3
gemm,LST,0.0,3
gemm,L3 Misses,0.0,4
gemm,L3 DRead + DWrite,0.0,4
gemm,L3 DMisses,0.0,4
gemm,L3 Access,0.0,4
gemm,LST,0.0,4
gemm,L3 Misses,0.0,5
gemm,L3 DRead + DWrite,0.0,5
gemm,L3 DMisses,0.0,5
gemm,L3 Access,0.0,5
gemm,LST,0.0,5
gemm,L3 Misses,0.0,6
gemm,L3 DRead + DWrite,0.0,6
gemm,L3 DMisses,0.0,6
gemm,L3 Access,0.0,6
gemm,LST,0.0,6
gemm,L3 Misses,0.0,7
gemm,L3 DRead + DWrite,0.0,7
gemm,L3 DMisses,0.0,7
gemm,L3 Access,0.0,7
gemm,LST,0.0,7
gemm,L3 Misses,0.0,8
gemm,L3 DRead + DWrite,0.0,8
gemm,L3 DMisses,0.0,8
gemm,L3 Access,0.0,8
gemm,LST,0.0,8
gemm,L3 Misses,0.0,9
gemm,L3 DRead + DWrite,0.0,9
gemm,L3 DMisses,0.0,9
gemm,L3 Access,0.0,9
gemm,LST,0.0,9
gemm,L3 Misses,0.0,10
gemm,L3 DRead + DWrite,0.0,10
gemm,L3 DMisses,0.0,10
gemm,L3 Access,0.0,10
gemm,LST,0.0,10
gemver,L3 Misses,7610231808.0,1
gemver,L3 DRead + DWrite,5747057536.0,1
gemver,L3 DMisses,7610231808.0,1
gemver,L3 Access,13295720704.0,1
gemver,LST,9665191456.0,1
gemver,L3 Misses,7619495296.0,2
gemver,L3 DRead + DWrite,5765676928.0,2
gemver,L3 DMisses,7619495296.0,2
gemver,L3 Access,13293333824.0,2
gemver,LST,9668004500.0,2
gemver,L3 Misses,7600323264.0,3
gemver,L3 DRead + DWrite,5752262144.0,3
gemver,L3 DMisses,7600323264.0,3
gemver,L3 Access,13292800384.0,3
gemver,LST,9664274192.0,3
gemver,L3 Misses,7627522496.0,4
gemver,L3 DRead + DWrite,5742556608.0,4
gemver,L3 DMisses,7627522496.0,4
gemver,L3 Access,13301050624.0,4
gemver,LST,9665675292.0,4
gemver,L3 Misses,7599680256.0,5
gemver,L3 DRead + DWrite,5756134272.0,5
gemver,L3 DMisses,7599680256.0,5
gemver,L3 Access,13292322752.0,5
gemver,LST,9664170104.0,5
gemver,L3 Misses,7591924352.0,6
gemver,L3 DRead + DWrite,5756889280.0,6
gemver,L3 DMisses,7591924352.0,6
gemver,L3 Access,13310558592.0,6
gemver,LST,9670014940.0,6
gemver,L3 Misses,7608118912.0,7
gemver,L3 DRead + DWrite,5778046656.0,7
gemver,L3 DMisses,7608118912.0,7
gemver,L3 Access,13294160320.0,7
gemver,LST,9667356644.0,7
gemver,L3 Misses,7630667584.0,8
gemver,L3 DRead + DWrite,5746083456.0,8
gemver,L3 DMisses,7630667584.0,8
gemver,L3 Access,13291627968.0,8
gemver,LST,9663956992.0,8
gemver,L3 Misses,7617113536.0,9
gemver,L3 DRead + DWrite,5760897792.0,9
gemver,L3 DMisses,7617113536.0,9
gemver,L3 Access,13282770624.0,9
gemver,LST,9664978796.0,9
gemver,L3 Misses,7628187840.0,10
gemver,L3 DRead + DWrite,5759795648.0,10
gemver,L3 DMisses,7628187840.0,10
gemver,L3 Access,13296730432.0,10
gemver,LST,9667981848.0,10
gesummv,L3 Misses,8272374720.0,1
gesummv,L3 DRead + DWrite,655856960.0,1
gesummv,L3 DMisses,8272374720.0,1
gesummv,L3 Access,9387261952.0,1
gesummv,LST,11042199476.0,1
gesummv,L3 Misses,8263736192.0,2
gesummv,L3 DRead + DWrite,711401792.0,2
gesummv,L3 DMisses,8263736192.0,2
gesummv,L3 Access,9384847616.0,2
gesummv,LST,11029796612.0,2
gesummv,L3 Misses,8245766656.0,3
gesummv,L3 DRead + DWrite,657437440.0,3
gesummv,L3 DMisses,8245766656.0,3
gesummv,L3 Access,9384225856.0,3
gesummv,LST,11037357340.0,3
gesummv,L3 Misses,8280671680.0,4
gesummv,L3 DRead + DWrite,710226304.0,4
gesummv,L3 DMisses,8280671680.0,4
gesummv,L3 Access,9383366592.0,4
gesummv,LST,11030755916.0,4
gesummv,L3 Misses,8258750464.0,5
gesummv,L3 DRead + DWrite,656685632.0,5
gesummv,L3 DMisses,8258750464.0,5
gesummv,L3 Access,9395067008.0,5
gesummv,LST,11041187344.0,5
gesummv,L3 Misses,8289658816.0,6
gesummv,L3 DRead + DWrite,709197888.0,6
gesummv,L3 DMisses,8289658816.0,6
gesummv,L3 Access,9384630336.0,6
gesummv,LST,11029126964.0,6
gesummv,L3 Misses,8245843968.0,7
gesummv,L3 DRead + DWrite,653097856.0,7
gesummv,L3 DMisses,8245843968.0,7
gesummv,L3 Access,9383127808.0,7
gesummv,LST,11040029820.0,7
gesummv,L3 Misses,8285482368.0,8
gesummv,L3 DRead + DWrite,708475264.0,8
gesummv,L3 DMisses,8285482368.0,8
gesummv,L3 Access,9383358400.0,8
gesummv,LST,11029677644.0,8
gesummv,L3 Misses,8291618304.0,9
gesummv,L3 DRead + DWrite,657719744.0,9
gesummv,L3 DMisses,8291618304.0,9
gesummv,L3 Access,9393134016.0,9
gesummv,LST,11043106684.0,9
gesummv,L3 Misses,8285473152.0,10
gesummv,L3 DRead + DWrite,713235136.0,10
gesummv,L3 DMisses,8285473152.0,10
gesummv,L3 Access,9382958720.0,10
gesummv,LST,11029706268.0,10
go_fast,L3 Misses,5242339840.0,1
go_fast,L3 DRead + DWrite,678414144.0,1
go_fast,L3 DMisses,5242339840.0,1
go_fast,L3 Access,6355438208.0,1
go_fast,LST,3229098680.0,1
go_fast,L3 Misses,6401181504.0,2
go_fast,L3 DRead + DWrite,768591808.0,2
go_fast,L3 DMisses,6401181504.0,2
go_fast,L3 Access,6403614464.0,2
go_fast,LST,3232002232.0,2
go_fast,L3 Misses,5226741568.0,3
go_fast,L3 DRead + DWrite,670477888.0,3
go_fast,L3 DMisses,5226741568.0,3
go_fast,L3 Access,6356723136.0,3
go_fast,LST,3229771132.0,3
go_fast,L3 Misses,6400869312.0,4
go_fast,L3 DRead + DWrite,765982656.0,4
go_fast,L3 DMisses,6400869312.0,4
go_fast,L3 Access,6403706304.0,4
go_fast,LST,3231713140.0,4
go_fast,L3 Misses,5234014208.0,5
go_fast,L3 DRead + DWrite,674911360.0,5
go_fast,L3 DMisses,5234014208.0,5
go_fast,L3 Access,6355486400.0,5
go_fast,LST,3227096536.0,5
go_fast,L3 Misses,6400520448.0,6
go_fast,L3 DRead + DWrite,767666560.0,6
go_fast,L3 DMisses,6400520448.0,6
go_fast,L3 Access,6403781632.0,6
go_fast,LST,3231745736.0,6
go_fast,L3 Misses,5255449472.0,7
go_fast,L3 DRead + DWrite,672735296.0,7
go_fast,L3 DMisses,5255449472.0,7
go_fast,L3 Access,6356865344.0,7
go_fast,LST,3227320632.0,7
go_fast,L3 Misses,6400775232.0,8
go_fast,L3 DRead + DWrite,771131200.0,8
go_fast,L3 DMisses,6400775232.0,8
go_fast,L3 Access,6403587456.0,8
go_fast,LST,3231124836.0,8
go_fast,L3 Misses,5243002560.0,9
go_fast,L3 DRead + DWrite,678284416.0,9
go_fast,L3 DMisses,5243002560.0,9
go_fast,L3 Access,6355376768.0,9
go_fast,LST,3227675068.0,9
go_fast,L3 Misses,6401133248.0,10
go_fast,L3 DRead + DWrite,766317184.0,10
go_fast,L3 DMisses,6401133248.0,10
go_fast,L3 Access,6404096320.0,10
go_fast,LST,3231425180.0,10
gramschmidt,L3 Misses,24581301760.0,1
gramschmidt,L3 DRead + DWrite,39262765760.0,1
gramschmidt,L3 DMisses,24581301760.0,1
gramschmidt,L3 Access,84028161792.0,1
gramschmidt,LST,23343017692.0,1
gramschmidt,L3 Misses,24216941568.0,2
gramschmidt,L3 DRead + DWrite,39254549888.0,2
gramschmidt,L3 DMisses,24216941568.0,2
gramschmidt,L3 Access,85921317376.0,2
gramschmidt,LST,23392237156.0,2
gramschmidt,L3 Misses,24404464768.0,3
gramschmidt,L3 DRead + DWrite,39298876736.0,3
gramschmidt,L3 DMisses,24404464768.0,3
gramschmidt,L3 Access,86055706752.0,3
gramschmidt,LST,23366350764.0,3
gramschmidt,L3 Misses,23290430976.0,4
gramschmidt,L3 DRead + DWrite,39333775232.0,4
gramschmidt,L3 DMisses,23290430976.0,4
gramschmidt,L3 Access,85775288896.0,4
gramschmidt,LST,23397971404.0,4
gramschmidt,L3 Misses,22569392448.0,5
gramschmidt,L3 DRead + DWrite,39323232704.0,5
gramschmidt,L3 DMisses,22569392448.0,5
gramschmidt,L3 Access,85538114496.0,5
gramschmidt,LST,23453050964.0,5
gramschmidt,L3 Misses,22900805568.0,6
gramschmidt,L3 DRead + DWrite,39203355776.0,6
gramschmidt,L3 DMisses,22900805568.0,6
gramschmidt,L3 Access,85087177280.0,6
gramschmidt,LST,23459055400.0,6
gramschmidt,L3 Misses,22931859456.0,7
gramschmidt,L3 DRead + DWrite,39129988224.0,7
gramschmidt,L3 DMisses,22931859456.0,7
gramschmidt,L3 Access,84129751296.0,7
gramschmidt,LST,23443023416.0,7
gramschmidt,L3 Misses,23139800640.0,8
gramschmidt,L3 DRead + DWrite,39198070592.0,8
gramschmidt,L3 DMisses,23139800640.0,8
gramschmidt,L3 Access,83971564608.0,8
gramschmidt,LST,23339722856.0,8
gramschmidt,L3 Misses,22901381376.0,9
gramschmidt,L3 DRead + DWrite,39149413440.0,9
gramschmidt,L3 DMisses,22901381376.0,9
gramschmidt,L3 Access,83901640576.0,9
gramschmidt,LST,23346154744.0,9
gramschmidt,L3 Misses,23171586944.0,10
gramschmidt,L3 DRead + DWrite,39242011136.0,10
gramschmidt,L3 DMisses,23171586944.0,10
gramschmidt,L3 Access,83939207360.0,10
gramschmidt,LST,23388209692.0,10
hdiff,L3 Misses,8435849024.0,1
hdiff,L3 DRead + DWrite,1038862528.0,1
hdiff,L3 DMisses,8435849024.0,1
hdiff,L3 Access,9852341056.0,1
hdiff,LST,5375573240.0,1
hdiff,L3 Misses,8438609216.0,2
hdiff,L3 DRead + DWrite,1053783488.0,2
hdiff,L3 DMisses,8438609216.0,2
hdiff,L3 Access,9852177472.0,2
hdiff,LST,5374602704.0,2
hdiff,L3 Misses,8435579648.0,3
hdiff,L3 DRead + DWrite,1067667456.0,3
hdiff,L3 DMisses,8435579648.0,3
hdiff,L3 Access,9855271872.0,3
hdiff,LST,5375301620.0,3
hdiff,L3 Misses,8429923456.0,4
hdiff,L3 DRead + DWrite,1093259136.0,4
hdiff,L3 DMisses,8429923456.0,4
hdiff,L3 Access,9853734272.0,4
hdiff,LST,5374181304.0,4
hdiff,L3 Misses,8423395712.0,5
hdiff,L3 DRead + DWrite,1039209984.0,5
hdiff,L3 DMisses,8423395712.0,5
hdiff,L3 Access,9852907968.0,5
hdiff,LST,5374638416.0,5
hdiff,L3 Misses,8426958656.0,6
hdiff,L3 DRead + DWrite,1053374656.0,6
hdiff,L3 DMisses,8426958656.0,6
hdiff,L3 Access,9852580416.0,6
hdiff,LST,5375371980.0,6
hdiff,L3 Misses,8427242496.0,7
hdiff,L3 DRead + DWrite,1076718976.0,7
hdiff,L3 DMisses,8427242496.0,7
hdiff,L3 Access,9854815808.0,7
hdiff,LST,5375891640.0,7
hdiff,L3 Misses,8421446656.0,8
hdiff,L3 DRead + DWrite,1087615552.0,8
hdiff,L3 DMisses,8421446656.0,8
hdiff,L3 Access,9853585472.0,8
hdiff,LST,5376175060.0,8
hdiff,L3 Misses,8430999872.0,9
hdiff,L3 DRead + DWrite,1049934592.0,9
hdiff,L3 DMisses,8430999872.0,9
hdiff,L3 Access,9852031296.0,9
hdiff,LST,5375731268.0,9
hdiff,L3 Misses,8419151808.0,10
hdiff,L3 DRead + DWrite,1059115072.0,10
hdiff,L3 DMisses,8419151808.0,10
hdiff,L3 Access,9853190976.0,10
hdiff,LST,5377157856.0,10
heat_3d,L3 Misses,3095328000.0,1
heat_3d,L3 DRead + DWrite,1048415744.0,1
heat_3d,L3 DMisses,3095328000.0,1
heat_3d,L3 Access,10298192320.0,1
heat_3d,LST,10425363304.0,1
heat_3d,L3 Misses,3173665344.0,2
heat_3d,L3 DRead + DWrite,1007879680.0,2
heat_3d,L3 DMisses,3173665344.0,2
heat_3d,L3 Access,10328939136.0,2
heat_3d,LST,10420976868.0,2
heat_3d,L3 Misses,3098896640.0,3
heat_3d,L3 DRead + DWrite,1008185344.0,3
heat_3d,L3 DMisses,3098896640.0,3
heat_3d,L3 Access,10325451008.0,3
heat_3d,LST,10423768556.0,3
heat_3d,L3 Misses,3125490880.0,4
heat_3d,L3 DRead + DWrite,1054193984.0,4
heat_3d,L3 DMisses,3125490880.0,4
heat_3d,L3 Access,10307527040.0,4
heat_3d,LST,10421792296.0,4
heat_3d,L3 Misses,3116073792.0,5
heat_3d,L3 DRead + DWrite,1027946624.0,5
heat_3d,L3 DMisses,3116073792.0,5
heat_3d,L3 Access,10332863360.0,5
heat_3d,LST,10418493508.0,5
heat_3d,L3 Misses,3044271232.0,6
heat_3d,L3 DRead + DWrite,999483584.0,6
heat_3d,L3 DMisses,3044271232.0,6
heat_3d,L3 Access,10322478144.0,6
heat_3d,LST,10419228436.0,6
heat_3d,L3 Misses,3064745024.0,7
heat_3d,L3 DRead + DWrite,1011302272.0,7
heat_3d,L3 DMisses,3064745024.0,7
heat_3d,L3 Access,10336278592.0,7
heat_3d,LST,10413572096.0,7
heat_3d,L3 Misses,3061778752.0,8
heat_3d,L3 DRead + DWrite,1020201856.0,8
heat_3d,L3 DMisses,3061778752.0,8
heat_3d,L3 Access,10316498368.0,8
heat_3d,LST,10414648416.0,8
heat_3d,L3 Misses,3111472192.0,9
heat_3d,L3 DRead + DWrite,1035127488.0,9
heat_3d,L3 DMisses,3111472192.0,9
heat_3d,L3 Access,10314120960.0,9
heat_3d,LST,10417099260.0,9
heat_3d,L3 Misses,3144852288.0,10
heat_3d,L3 DRead + DWrite,1026422784.0,10
heat_3d,L3 DMisses,3144852288.0,10
heat_3d,L3 Access,10328816832.0,10
heat_3d,LST,10419524540.0,10
jacobi_1d,L3 Misses,8383922048.0,1
jacobi_1d,L3 DRead + DWrite,10122826752.0,1
jacobi_1d,L3 DMisses,8383922048.0,1
jacobi_1d,L3 Access,22875178624.0,1
jacobi_1d,LST,24473541804.0,1
jacobi_1d,L3 Misses,8356647296.0,2
jacobi_1d,L3 DRead + DWrite,10111594112.0,2
jacobi_1d,L3 DMisses,8356647296.0,2
jacobi_1d,L3 Access,22942634816.0,2
jacobi_1d,LST,24433688064.0,2
jacobi_1d,L3 Misses,8417482112.0,3
jacobi_1d,L3 DRead + DWrite,10184146176.0,3
jacobi_1d,L3 DMisses,8417482112.0,3
jacobi_1d,L3 Access,23088262016.0,3
jacobi_1d,LST,24422702048.0,3
jacobi_1d,L3 Misses,8368415168.0,4
jacobi_1d,L3 DRead + DWrite,10180153536.0,4
jacobi_1d,L3 DMisses,8368415168.0,4
jacobi_1d,L3 Access,22961372096.0,4
jacobi_1d,LST,24423665652.0,4
jacobi_1d,L3 Misses,8409970752.0,5
jacobi_1d,L3 DRead + DWrite,10201396480.0,5
jacobi_1d,L3 DMisses,8409970752.0,5
jacobi_1d,L3 Access,22994627328.0,5
jacobi_1d,LST,24440550728.0,5
jacobi_1d,L3 Misses,8404397760.0,6
jacobi_1d,L3 DRead + DWrite,10141606528.0,6
jacobi_1d,L3 DMisses,8404397760.0,6
jacobi_1d,L3 Access,23058581696.0,6
jacobi_1d,LST,24450919852.0,6
jacobi_1d,L3 Misses,8395296704.0,7
jacobi_1d,L3 DRead + DWrite,10127301376.0,7
jacobi_1d,L3 DMisses,8395296704.0,7
jacobi_1d,L3 Access,22807323200.0,7
jacobi_1d,LST,24423775820.0,7
jacobi_1d,L3 Misses,8374800320.0,8
jacobi_1d,L3 DRead + DWrite,10088873728.0,8
jacobi_1d,L3 DMisses,8374800320.0,8
jacobi_1d,L3 Access,22966032640.0,8
jacobi_1d,LST,24427006904.0,8
jacobi_1d,L3 Misses,8488060736.0,9
jacobi_1d,L3 DRead + DWrite,10190143872.0,9
jacobi_1d,L3 DMisses,8488060736.0,9
jacobi_1d,L3 Access,22979416832.0,9
jacobi_1d,LST,24483640312.0,9
jacobi_1d,L3 Misses,8428414656.0,10
jacobi_1d,L3 DRead + DWrite,10099564608.0,10
jacobi_1d,L3 DMisses,8428414656.0,10
jacobi_1d,L3 Access,22984685120.0,10
jacobi_1d,LST,24446302372.0,10
jacobi_2d,L3 Misses,2500582784.0,1
jacobi_2d,L3 DRead + DWrite,2712252032.0,1
jacobi_2d,L3 DMisses,2500582784.0,1
jacobi_2d,L3 Access,9892828608.0,1
jacobi_2d,LST,12175046900.0,1
jacobi_2d,L3 Misses,2578075136.0,2
jacobi_2d,L3 DRead + DWrite,2709148864.0,2
jacobi_2d,L3 DMisses,2578075136.0,2
jacobi_2d,L3 Access,9844969344.0,2
jacobi_2d,LST,12258170056.0,2
jacobi_2d,L3 Misses,2518143872.0,3
jacobi_2d,L3 DRead + DWrite,2720875776.0,3
jacobi_2d,L3 DMisses,2518143872.0,3
jacobi_2d,L3 Access,9717075840.0,3
jacobi_2d,LST,12088760428.0,3
jacobi_2d,L3 Misses,2582707392.0,4
jacobi_2d,L3 DRead + DWrite,2695784192.0,4
jacobi_2d,L3 DMisses,2582707392.0,4
jacobi_2d,L3 Access,9807609728.0,4
jacobi_2d,LST,12154358388.0,4
jacobi_2d,L3 Misses,2524222976.0,5
jacobi_2d,L3 DRead + DWrite,2728350016.0,5
jacobi_2d,L3 DMisses,2524222976.0,5
jacobi_2d,L3 Access,9699427456.0,5
jacobi_2d,LST,12154306140.0,5
jacobi_2d,L3 Misses,2502216704.0,6
jacobi_2d,L3 DRead + DWrite,2687186880.0,6
jacobi_2d,L3 DMisses,2502216704.0,6
jacobi_2d,L3 Access,9905995264.0,6
jacobi_2d,LST,12165481976.0,6
jacobi_2d,L3 Misses,2524035904.0,7
jacobi_2d,L3 DRead + DWrite,2723864192.0,7
jacobi_2d,L3 DMisses,2524035904.0,7
jacobi_2d,L3 Access,9675165248.0,7
jacobi_2d,LST,12202551900.0,7
jacobi_2d,L3 Misses,2501066368.0,8
jacobi_2d,L3 DRead + DWrite,2701726400.0,8
jacobi_2d,L3 DMisses,2501066368.0,8
jacobi_2d,L3 Access,9760958592.0,8
jacobi_2d,LST,12253583200.0,8
jacobi_2d,L3 Misses,2558556480.0,9
jacobi_2d,L3 DRead + DWrite,2733257280.0,9
jacobi_2d,L3 DMisses,2558556480.0,9
jacobi_2d,L3 Access,9918694016.0,9
jacobi_2d,LST,12210959496.0,9
jacobi_2d,L3 Misses,2528579776.0,10
jacobi_2d,L3 DRead + DWrite,2692734336.0,10
jacobi_2d,L3 DMisses,2528579776.0,10
jacobi_2d,L3 Access,9953213760.0,10
jacobi_2d,LST,12276062892.0,10
k2mm,L3 Misses,0.0,1
k2mm,L3 DRead + DWrite,0.0,1
k2mm,L3 DMisses,0.0,1
k2mm,L3 Access,0.0,1
k2mm,LST,0.0,1
k2mm,L3 Misses,0.0,2
k2mm,L3 DRead + DWrite,0.0,2
k2mm,L3 DMisses,0.0,2
k2mm,L3 Access,0.0,2
k2mm,LST,0.0,2
k2mm,L3 Misses,0.0,3
k2mm,L3 DRead + DWrite,0.0,3
k2mm,L3 DMisses,0.0,3
k2mm,L3 Access,0.0,3
k2mm,LST,0.0,3
k2mm,L3 Misses,0.0,4
k2mm,L3 DRead + DWrite,0.0,4
k2mm,L3 DMisses,0.0,4
k2mm,L3 Access,0.0,4
k2mm,LST,0.0,4
k2mm,L3 Misses,0.0,5
k2mm,L3 DRead + DWrite,0.0,5
k2mm,L3 DMisses,0.0,5
