benchmark,preset,event,total_count,time,repetition
cavity_flow,L,PAPI_LD_INS,1843326725,0.5390245392918587,7
cavity_flow,L,PAPI_LD_INS,1842548827,0.5598136377520859,8
cavity_flow,L,PAPI_LD_INS,1843544486,0.5358806722797453,9
cavity_flow,L,PAPI_LD_INS,1842082960,0.5489057530649006,10
cavity_flow,L,PAPI_SR_INS,985340706,0.5331875951960683,1
cavity_flow,L,PAPI_SR_INS,985340726,0.5450444868765771,2
cavity_flow,L,PAPI_SR_INS,985340769,0.5373182250186801,3
cavity_flow,L,PAPI_SR_INS,985340692,0.5344234202057123,4
cavity_flow,L,PAPI_SR_INS,985340706,0.5214537419378757,5
cavity_flow,L,PAPI_SR_INS,985340678,0.5379663691855967,6
cavity_flow,L,PAPI_SR_INS,985340687,0.5575415780767798,7
cavity_flow,L,PAPI_SR_INS,985340748,0.5400040899403393,8
cavity_flow,L,PAPI_SR_INS,985340635,0.5400089621543884,9
cavity_flow,L,PAPI_SR_INS,985340723,0.5669420580379665,10
cavity_flow,L,PAPI_LST_INS,2830477062,0.5572260329499841,1
cavity_flow,L,PAPI_LST_INS,2827050643,0.5596113749779761,2
cavity_flow,L,PAPI_LST_INS,2825239601,0.533652669750154,3
cavity_flow,L,PAPI_LST_INS,2827783394,0.5614259731955826,4
cavity_flow,L,PAPI_LST_INS,2829303442,0.5402959431521595,5
cavity_flow,L,PAPI_LST_INS,2829436866,0.5391375301405787,6
cavity_flow,L,PAPI_LST_INS,2826801453,0.5634685261175036,7
cavity_flow,L,PAPI_LST_INS,2827192232,0.5618594288825989,8
cavity_flow,L,PAPI_LST_INS,2826783116,0.5439884401857853,9
cavity_flow,L,PAPI_LST_INS,2827653756,0.5419182577170432,10
cavity_flow,L,PAPI_L2_DCA,219214150,0.5309957778081298,1
cavity_flow,L,PAPI_L2_DCA,218939140,0.5332566192373633,2
cavity_flow,L,PAPI_L2_DCA,219136222,0.535872614942491,3
cavity_flow,L,PAPI_L2_DCA,218973943,0.5582616720348597,4
cavity_flow,L,PAPI_L2_DCA,219338572,0.5469089322723448,5
cavity_flow,L,PAPI_L2_DCA,218928813,0.5593600911088288,6
cavity_flow,L,PAPI_L2_DCA,219287555,0.5620070318691432,7
cavity_flow,L,PAPI_L2_DCA,218590507,0.5663685761392117,8
cavity_flow,L,PAPI_L2_DCA,218879638,0.5656787105835974,9
cavity_flow,L,PAPI_L2_DCA,218296653,0.5409776521846652,10
cavity_flow,L,PAPI_L3_DCA,128436455,0.5324258198961616,1
cavity_flow,L,PAPI_L3_DCA,129866188,0.537052446976304,2
cavity_flow,L,PAPI_L3_DCA,128854557,0.536729599814862,3
cavity_flow,L,PAPI_L3_DCA,128820543,0.5663364389911294,4
cavity_flow,L,PAPI_L3_DCA,129082731,0.5410672873258591,5
cavity_flow,L,PAPI_L3_DCA,128154412,0.5427767750807106,6
cavity_flow,L,PAPI_L3_DCA,128913008,0.5575624313205481,7
cavity_flow,L,PAPI_L3_DCA,129180808,0.5516469213180244,8
cavity_flow,L,PAPI_L3_DCA,129846689,0.5553959826938808,9
cavity_flow,L,PAPI_L3_DCA,128781658,0.5684910179115832,10
cavity_flow,L,PAPI_L2_DCR,69161305,0.5514264018274844,1
cavity_flow,L,PAPI_L2_DCR,69083501,0.5359696079976857,2
cavity_flow,L,PAPI_L2_DCR,69586261,0.5350248501636088,3
cavity_flow,L,PAPI_L2_DCR,68729951,0.5358690149150789,4
cavity_flow,L,PAPI_L2_DCR,69420043,0.5379876149818301,5
cavity_flow,L,PAPI_L2_DCR,68963774,0.5381453451700509,6
cavity_flow,L,PAPI_L2_DCR,69825680,0.5377494948916137,7
cavity_flow,L,PAPI_L2_DCR,69301224,0.5389288859441876,8
cavity_flow,L,PAPI_L2_DCR,69728572,0.5640497566200793,9
cavity_flow,L,PAPI_L2_DCR,69158328,0.5519296228885651,10
cavity_flow,L,PAPI_L3_DCR,23648455,0.5366387809626758,1
cavity_flow,L,PAPI_L3_DCR,23690309,0.5329009667038918,2
cavity_flow,L,PAPI_L3_DCR,23561092,0.5328574418090284,3
cavity_flow,L,PAPI_L3_DCR,23531979,0.5340901580639184,4
cavity_flow,L,PAPI_L3_DCR,23654043,0.5369703327305615,5
cavity_flow,L,PAPI_L3_DCR,23599671,0.5521236751228571,6
cavity_flow,L,PAPI_L3_DCR,23562940,0.5372462747618556,7
cavity_flow,L,PAPI_L3_DCR,23496776,0.5566021869890392,8
cavity_flow,L,PAPI_L3_DCR,23559498,0.5644052331335843,9
cavity_flow,L,PAPI_L3_DCR,23509082,0.5632513500750065,10
cavity_flow,L,PAPI_L2_DCW,245519857,0.534445361699909,1
cavity_flow,L,PAPI_L2_DCW,245254099,0.5393881238996983,2
cavity_flow,L,PAPI_L2_DCW,245550847,0.5609038257971406,3
cavity_flow,L,PAPI_L2_DCW,246027458,0.5553099210374057,4
cavity_flow,L,PAPI_L2_DCW,245937634,0.563158992677927,5
cavity_flow,L,PAPI_L2_DCW,246050655,0.5420649969018996,6
cavity_flow,L,PAPI_L2_DCW,245916526,0.5513456296175718,7
cavity_flow,L,PAPI_L2_DCW,245882722,0.5510505023412406,8
cavity_flow,L,PAPI_L2_DCW,245871136,0.5651162462309003,9
cavity_flow,L,PAPI_L2_DCW,245275030,0.5716601968742907,10
cavity_flow,L,PAPI_L3_DCW,25825679,0.5553175671957433,1
cavity_flow,L,PAPI_L3_DCW,25760732,0.5466669327579439,2
cavity_flow,L,PAPI_L3_DCW,25772222,0.5412071319296956,3
cavity_flow,L,PAPI_L3_DCW,25399451,0.5428066030144691,4
cavity_flow,L,PAPI_L3_DCW,25432549,0.5634464719332755,5
cavity_flow,L,PAPI_L3_DCW,25503810,0.5379745243117213,6
cavity_flow,L,PAPI_L3_DCW,25245899,0.5399485439993441,7
cavity_flow,L,PAPI_L3_DCW,25399371,0.5386568987742066,8
cavity_flow,L,PAPI_L3_DCW,25659924,0.5534406108781695,9
cavity_flow,L,PAPI_L3_DCW,25404237,0.5401616920717061,10
cavity_flow,L,PAPI_L2_ICH,1008956,0.5531612229533494,1
cavity_flow,L,PAPI_L2_ICH,1015412,0.5578132821246982,2
cavity_flow,L,PAPI_L2_ICH,1020033,0.5599859529174864,3
cavity_flow,L,PAPI_L2_ICH,1028539,0.5528402039781213,4
cavity_flow,L,PAPI_L2_ICH,1025542,0.5352595481090248,5
cavity_flow,L,PAPI_L2_ICH,989042,0.5415082238614559,6
cavity_flow,L,PAPI_L2_ICH,998799,0.5405547609552741,7
cavity_flow,L,PAPI_L2_ICH,1014765,0.5683718542568386,8
cavity_flow,L,PAPI_L2_ICH,984938,0.5401808302849531,9
cavity_flow,L,PAPI_L2_ICH,1013546,0.5557818179950118,10
cavity_flow,L,PAPI_L2_ICA,1215561,0.5544010759331286,1
cavity_flow,L,PAPI_L2_ICA,1237127,0.5347268949262798,2
cavity_flow,L,PAPI_L2_ICA,1224668,0.5411838782019913,3
cavity_flow,L,PAPI_L2_ICA,1245213,0.5618037697859108,4
cavity_flow,L,PAPI_L2_ICA,1235514,0.5377398524433374,5
cavity_flow,L,PAPI_L2_ICA,1254544,0.5372600508853793,6
cavity_flow,L,PAPI_L2_ICA,1253017,0.5574999339878559,7
cavity_flow,L,PAPI_L2_ICA,1266025,0.563148707151413,8
cavity_flow,L,PAPI_L2_ICA,1256997,0.5376981990411878,9
cavity_flow,L,PAPI_L2_ICA,1269743,0.5732416901737452,10
cavity_flow,L,PAPI_L3_ICA,220198,0.5549631267786026,1
cavity_flow,L,PAPI_L3_ICA,212728,0.5600725188851357,2
cavity_flow,L,PAPI_L3_ICA,203934,0.5381020903587341,3
cavity_flow,L,PAPI_L3_ICA,223748,0.5396804069168866,4
cavity_flow,L,PAPI_L3_ICA,218236,0.5640716957859695,5
cavity_flow,L,PAPI_L3_ICA,219107,0.5377880092710257,6
cavity_flow,L,PAPI_L3_ICA,211181,0.5389772360213101,7
cavity_flow,L,PAPI_L3_ICA,230875,0.5457016131840646,8
cavity_flow,L,PAPI_L3_ICA,223158,0.5506019489839673,9
cavity_flow,L,PAPI_L3_ICA,213942,0.5410760790109634,10
cavity_flow,L,PAPI_L2_ICR,1210517,0.554524018894881,1
cavity_flow,L,PAPI_L2_ICR,1251913,0.5605588760226965,2
cavity_flow,L,PAPI_L2_ICR,1218196,0.5589748937636614,3
cavity_flow,L,PAPI_L2_ICR,1200596,0.5350477788597345,4
cavity_flow,L,PAPI_L2_ICR,1206537,0.5360981072299182,5
cavity_flow,L,PAPI_L2_ICR,1220137,0.5573746082372963,6
cavity_flow,L,PAPI_L2_ICR,1217754,0.5385958035476506,7
cavity_flow,L,PAPI_L2_ICR,1219896,0.5406160457059741,8
cavity_flow,L,PAPI_L2_ICR,1228985,0.5590193360112607,9
cavity_flow,L,PAPI_L2_ICR,1232781,0.5372614841908216,10
cavity_flow,L,PAPI_L3_ICR,182413,0.5563460378907621,1
cavity_flow,L,PAPI_L3_ICR,198424,0.5356465289369226,2
cavity_flow,L,PAPI_L3_ICR,205925,0.5536442999728024,3
cavity_flow,L,PAPI_L3_ICR,186519,0.5346032581292093,4
cavity_flow,L,PAPI_L3_ICR,204291,0.5388590940274298,5
cavity_flow,L,PAPI_L3_ICR,205792,0.5401038806885481,6
cavity_flow,L,PAPI_L3_ICR,193684,0.5407724110409617,7
cavity_flow,L,PAPI_L3_ICR,204877,0.542170783970505,8
cavity_flow,L,PAPI_L3_ICR,206024,0.5668803891167045,9
cavity_flow,L,PAPI_L3_ICR,208561,0.5459292060695589,10
cavity_flow,L,PAPI_L2_TCA,219957953,0.5578750879503787,1
cavity_flow,L,PAPI_L2_TCA,219412293,0.5353741338476539,2
cavity_flow,L,PAPI_L2_TCA,220612324,0.5611943420954049,3
cavity_flow,L,PAPI_L2_TCA,219974156,0.5415811249986291,4
cavity_flow,L,PAPI_L2_TCA,220261476,0.5394872329197824,5
cavity_flow,L,PAPI_L2_TCA,219954938,0.5616570496931672,6
cavity_flow,L,PAPI_L2_TCA,220454441,0.5645856019109488,7
cavity_flow,L,PAPI_L2_TCA,219950223,0.5572428312152624,8
cavity_flow,L,PAPI_L2_TCA,220436068,0.5581988990306854,9
cavity_flow,L,PAPI_L2_TCA,219647423,0.5400534099899232,10
cavity_flow,L,PAPI_L3_TCA,129760082,0.5516322939656675,1
cavity_flow,L,PAPI_L3_TCA,129465866,0.5242720651440322,2
cavity_flow,L,PAPI_L3_TCA,129255710,0.5588596509769559,3
cavity_flow,L,PAPI_L3_TCA,129587298,0.5323347407393157,4
cavity_flow,L,PAPI_L3_TCA,130263479,0.538027523085475,5
cavity_flow,L,PAPI_L3_TCA,130048897,0.538519972935319,6
cavity_flow,L,PAPI_L3_TCA,130688286,0.5614472669549286,7
cavity_flow,L,PAPI_L3_TCA,130145466,0.5360809150151908,8
cavity_flow,L,PAPI_L3_TCA,129520171,0.5402248161844909,9
cavity_flow,L,PAPI_L3_TCA,129673959,0.5652704020030797,10
cavity_flow,L,PAPI_L2_TCR,70509009,0.5243914229795337,1
cavity_flow,L,PAPI_L2_TCR,69904845,0.5328973704017699,2
cavity_flow,L,PAPI_L2_TCR,70574606,0.5627476433292031,3
cavity_flow,L,PAPI_L2_TCR,70047972,0.5647757793776691,4
cavity_flow,L,PAPI_L2_TCR,70505879,0.5602552718482912,5
cavity_flow,L,PAPI_L2_TCR,70211752,0.5655840723775327,6
cavity_flow,L,PAPI_L2_TCR,70703817,0.5393238537944853,7
cavity_flow,L,PAPI_L2_TCR,70299754,0.54079231293872,8
cavity_flow,L,PAPI_L2_TCR,71005669,0.5669492450542748,9
cavity_flow,L,PAPI_L2_TCR,70217604,0.5511203110218048,10
cavity_flow,L,PAPI_L3_TCR,104894098,0.5324205728247762,1
cavity_flow,L,PAPI_L3_TCR,104536414,0.5351739996112883,2
cavity_flow,L,PAPI_L3_TCR,103477751,0.5590146691538393,3
cavity_flow,L,PAPI_L3_TCR,103142908,0.5636540912091732,4
cavity_flow,L,PAPI_L3_TCR,103882240,0.5386073831468821,5
cavity_flow,L,PAPI_L3_TCR,103538968,0.5656423871405423,6
cavity_flow,L,PAPI_L3_TCR,103698746,0.550971161108464,7
cavity_flow,L,PAPI_L3_TCR,103358966,0.5407084128819406,8
cavity_flow,L,PAPI_L3_TCR,104081232,0.5713567561469972,9
cavity_flow,L,PAPI_L3_TCR,103153673,0.5675363191403449,10
cavity_flow,L,PAPI_L2_TCW,246017586,0.5397779499180615,1
cavity_flow,L,PAPI_L2_TCW,246041452,0.5547989020124078,2
cavity_flow,L,PAPI_L2_TCW,245866360,0.5359863210469484,3
cavity_flow,L,PAPI_L2_TCW,245846659,0.5447685411199927,4
cavity_flow,L,PAPI_L2_TCW,244120053,0.5540944319218397,5
cavity_flow,L,PAPI_L2_TCW,244910557,0.5447795828804374,6
cavity_flow,L,PAPI_L2_TCW,245781069,0.5381462485529482,7
cavity_flow,L,PAPI_L2_TCW,246149012,0.5654939003288746,8
cavity_flow,L,PAPI_L2_TCW,245948648,0.555233150254935,9
cavity_flow,L,PAPI_L2_TCW,245598884,0.5652520228177309,10
cavity_flow,L,PAPI_L3_TCW,26408270,0.5317406952381134,1
cavity_flow,L,PAPI_L3_TCW,26289218,0.5223405179567635,2
cavity_flow,L,PAPI_L3_TCW,25517501,0.5605638450942934,3
cavity_flow,L,PAPI_L3_TCW,25550606,0.5474544460885227,4
cavity_flow,L,PAPI_L3_TCW,25478260,0.536724291741848,5
cavity_flow,L,PAPI_L3_TCW,25215433,0.56323805404827,6
cavity_flow,L,PAPI_L3_TCW,25623909,0.5628939238376915,7
cavity_flow,L,PAPI_L3_TCW,25375307,0.5398789872415364,8
cavity_flow,L,PAPI_L3_TCW,25575534,0.564797739032656,9
cavity_flow,L,PAPI_L3_TCW,25231845,0.5409045070409775,10
cholesky,L,PAPI_DP_OPS,333672312,23.093747743871063,1
cholesky,L,PAPI_DP_OPS,244114277,23.12502819718793,2
cholesky,L,PAPI_DP_OPS,333600645,23.13127121515572,3
cholesky,L,PAPI_DP_OPS,244116259,23.052921913098544,4
cholesky,L,PAPI_DP_OPS,333703747,23.111405281815678,5
cholesky,L,PAPI_DP_OPS,244117038,23.125408187974244,6
cholesky,L,PAPI_DP_OPS,333578887,23.067497117444873,7
cholesky,L,PAPI_DP_OPS,244115754,23.07529917312786,8
cholesky,L,PAPI_DP_OPS,333594021,23.07799358619377,9
cholesky,L,PAPI_DP_OPS,244115201,23.039372033905238,10
cholesky,L,PAPI_L1_DCM,1129550990,22.822315955068916,1
cholesky,L,PAPI_L1_DCM,1211024586,22.810329602099955,2
cholesky,L,PAPI_L1_DCM,1129950757,22.8024317426607,3
cholesky,L,PAPI_L1_DCM,1212834253,22.766510426066816,4
cholesky,L,PAPI_L1_DCM,1129195068,22.509092531632632,5
cholesky,L,PAPI_L1_DCM,1211299172,22.496975884307176,6
cholesky,L,PAPI_L1_DCM,1132346836,22.465768767986447,7
cholesky,L,PAPI_L1_DCM,1213404576,22.518050653859973,8
cholesky,L,PAPI_L1_DCM,1128046030,22.491979792248458,9
cholesky,L,PAPI_L1_DCM,1209837109,22.469473467208445,10
cholesky,L,PAPI_L1_ICM,5133591,22.38376116612926,1
cholesky,L,PAPI_L1_ICM,5011352,22.361292351037264,2
cholesky,L,PAPI_L1_ICM,4935457,22.414413501042873,3
cholesky,L,PAPI_L1_ICM,4709191,22.392732312902808,4
cholesky,L,PAPI_L1_ICM,4949080,22.418954140041023,5
cholesky,L,PAPI_L1_ICM,4944516,22.40953527437523,6
cholesky,L,PAPI_L1_ICM,5447367,22.31644339673221,7
cholesky,L,PAPI_L1_ICM,5121339,22.34895296394825,8
cholesky,L,PAPI_L1_ICM,5115571,22.36823622509837,9
cholesky,L,PAPI_L1_ICM,4834168,22.37937167007476,10
cholesky,L,PAPI_L2_DCM,2561931671,22.433143987786025,1
cholesky,L,PAPI_L2_DCM,2778841386,22.40843640593812,2
cholesky,L,PAPI_L2_DCM,2565186274,22.405289324000478,3
cholesky,L,PAPI_L2_DCM,2794708585,22.382118699140847,4
cholesky,L,PAPI_L2_DCM,2553176512,22.389510293025523,5
cholesky,L,PAPI_L2_DCM,2787326920,22.411637900862843,6
cholesky,L,PAPI_L2_DCM,2568032448,22.410737574100494,7
cholesky,L,PAPI_L2_DCM,2767140762,22.403065823949873,8
cholesky,L,PAPI_L2_DCM,2559452912,22.3893567067571,9
cholesky,L,PAPI_L2_DCM,2751472169,22.409902225714177,10
cholesky,L,PAPI_L2_ICM,103230,22.474477351177484,1
cholesky,L,PAPI_L2_ICM,105153,22.491609041113406,2
cholesky,L,PAPI_L2_ICM,110381,22.49409612873569,3
cholesky,L,PAPI_L2_ICM,95705,22.535495296586305,4
cholesky,L,PAPI_L2_ICM,102532,22.519359395839274,5
cholesky,L,PAPI_L2_ICM,94557,22.561242203228176,6
cholesky,L,PAPI_L2_ICM,94771,22.55865893792361,7
cholesky,L,PAPI_L2_ICM,96607,22.55688805319369,8
cholesky,L,PAPI_L2_ICM,92538,22.561072044074535,9
cholesky,L,PAPI_L2_ICM,94613,22.566641580313444,10
cholesky,L,PAPI_L1_TCM,1134950820,22.718882534187287,1
cholesky,L,PAPI_L1_TCM,1214794268,22.742557588033378,2
cholesky,L,PAPI_L1_TCM,1139164538,22.72100668726489,3
cholesky,L,PAPI_L1_TCM,1216271438,22.752848618198186,4
cholesky,L,PAPI_L1_TCM,1136526131,22.75657019717619,5
cholesky,L,PAPI_L1_TCM,1214898172,22.769234735053033,6
cholesky,L,PAPI_L1_TCM,1140232507,22.753517573233694,7
cholesky,L,PAPI_L1_TCM,1220043735,22.741264779120684,8
cholesky,L,PAPI_L1_TCM,1138140799,22.791879680007696,9
cholesky,L,PAPI_L1_TCM,1216305880,22.749896860215813,10
cholesky,L,PAPI_L2_TCM,2518092922,22.484702596906573,1
cholesky,L,PAPI_L2_TCM,2745972155,22.463484156876802,2
cholesky,L,PAPI_L2_TCM,2529823469,22.44428011169657,3
cholesky,L,PAPI_L2_TCM,2745871260,22.460528009105474,4
cholesky,L,PAPI_L2_TCM,2535752964,22.4474884881638,5
cholesky,L,PAPI_L2_TCM,2765898826,22.428013905882835,6
cholesky,L,PAPI_L2_TCM,2550021321,22.424320216756314,7
cholesky,L,PAPI_L2_TCM,2770924930,22.410245826933533,8
cholesky,L,PAPI_L2_TCM,2545792170,22.44264301098883,9
cholesky,L,PAPI_L2_TCM,2772726400,22.436038197018206,10
cholesky,L,PAPI_L3_TCM,887607416,22.720225360244513,1
cholesky,L,PAPI_L3_TCM,970760078,22.694616660941392,2
cholesky,L,PAPI_L3_TCM,888298965,22.735223692376167,3
cholesky,L,PAPI_L3_TCM,960057349,22.738812145777047,4
cholesky,L,PAPI_L3_TCM,879973956,22.68433261755854,5
cholesky,L,PAPI_L3_TCM,957855941,22.727836749050766,6
cholesky,L,PAPI_L3_TCM,886838007,22.698598505929112,7
cholesky,L,PAPI_L3_TCM,954246634,22.680989844258875,8
cholesky,L,PAPI_L3_TCM,871133486,22.66295164078474,9
cholesky,L,PAPI_L3_TCM,945269943,22.662239529192448,10
cholesky,L,PAPI_CA_SNP,2481234454,22.34040047088638,1
cholesky,L,PAPI_CA_SNP,2681085254,22.30783258797601,2
cholesky,L,PAPI_CA_SNP,2489492089,22.32226350903511,3
cholesky,L,PAPI_CA_SNP,2694124233,22.324908718001097,4
cholesky,L,PAPI_CA_SNP,2479001341,22.309264360927045,5
cholesky,L,PAPI_CA_SNP,2684887174,22.27602235088125,6
cholesky,L,PAPI_CA_SNP,2480249527,22.28850457491353,7
cholesky,L,PAPI_CA_SNP,2713750131,22.227976152673364,8
cholesky,L,PAPI_CA_SNP,2500782359,22.304199669044465,9
cholesky,L,PAPI_CA_SNP,2689434265,22.285436575766653,10
cholesky,L,PAPI_CA_SHR,1054975800,22.44586367206648,1
cholesky,L,PAPI_CA_SHR,1100264004,22.378052527084947,2
cholesky,L,PAPI_CA_SHR,1054989230,22.40248817857355,3
cholesky,L,PAPI_CA_SHR,1105055459,22.43030528211966,4
cholesky,L,PAPI_CA_SHR,1058501238,22.428450228180736,5
cholesky,L,PAPI_CA_SHR,1107373992,22.40369320800528,6
cholesky,L,PAPI_CA_SHR,1059190312,22.383254350163043,7
cholesky,L,PAPI_CA_SHR,1105613690,22.46106674289331,8
cholesky,L,PAPI_CA_SHR,1055555413,22.43391774268821,9
cholesky,L,PAPI_CA_SHR,1104573583,22.4288715752773,10
cholesky,L,PAPI_CA_CLN,286253912,22.602454194799066,1
cholesky,L,PAPI_CA_CLN,324774579,22.64714581798762,2
cholesky,L,PAPI_CA_CLN,286247261,22.60564035596326,3
cholesky,L,PAPI_CA_CLN,325106966,22.641806875821203,4
cholesky,L,PAPI_CA_CLN,286639100,22.55628962116316,5
cholesky,L,PAPI_CA_CLN,324915986,22.56644062139094,6
cholesky,L,PAPI_CA_CLN,285915980,22.56783493096009,7
cholesky,L,PAPI_CA_CLN,324979920,22.578899402171373,8
cholesky,L,PAPI_CA_CLN,286126306,22.537102561909705,9
cholesky,L,PAPI_CA_CLN,325296203,22.514969954267144,10
cholesky,L,PAPI_CA_ITV,2502139121,22.3223449815996,1
cholesky,L,PAPI_CA_ITV,2711785263,22.316731079947203,2
cholesky,L,PAPI_CA_ITV,2498670978,22.347741161938757,3
cholesky,L,PAPI_CA_ITV,2705029272,22.345640028826892,4
cholesky,L,PAPI_CA_ITV,2479403072,22.336775274015963,5
cholesky,L,PAPI_CA_ITV,2696540110,22.345171642955393,6
cholesky,L,PAPI_CA_ITV,2492921429,22.33996448572725,7
cholesky,L,PAPI_CA_ITV,2691061074,22.35247757192701,8
cholesky,L,PAPI_CA_ITV,2504931097,22.340327774640173,9
cholesky,L,PAPI_CA_ITV,2684795704,22.34258947474882,10
cholesky,L,PAPI_L3_LDM,128885238,22.490639585070312,1
cholesky,L,PAPI_L3_LDM,120021068,22.509213188197464,2
cholesky,L,PAPI_L3_LDM,128961597,22.459896618966013,3
cholesky,L,PAPI_L3_LDM,120150295,22.48015067540109,4
cholesky,L,PAPI_L3_LDM,128746214,22.530004288069904,5
cholesky,L,PAPI_L3_LDM,120125078,22.49603924807161,6
cholesky,L,PAPI_L3_LDM,128922447,22.4594088899903,7
cholesky,L,PAPI_L3_LDM,120264389,22.51721295900643,8
cholesky,L,PAPI_L3_LDM,128969441,22.52699146512896,9
cholesky,L,PAPI_L3_LDM,120193719,22.502623016946018,10
cholesky,L,PAPI_L1_LDM,675084838,22.529227938037366,1
cholesky,L,PAPI_L1_LDM,699200278,22.574042245279998,2
cholesky,L,PAPI_L1_LDM,674288724,22.591729850973934,3
cholesky,L,PAPI_L1_LDM,698529208,22.556809036061168,4
cholesky,L,PAPI_L1_LDM,673835030,22.553109106142074,5
cholesky,L,PAPI_L1_LDM,699203936,22.497583623975515,6
cholesky,L,PAPI_L1_LDM,674625367,22.499941043090075,7
cholesky,L,PAPI_L1_LDM,699053224,22.563952340744436,8
cholesky,L,PAPI_L1_LDM,673769069,22.547852678224444,9
cholesky,L,PAPI_L1_LDM,699616184,22.574978216085583,10
cholesky,L,PAPI_L1_STM,315142565,22.604103633202612,1
cholesky,L,PAPI_L1_STM,352974337,22.607611533720046,2
cholesky,L,PAPI_L1_STM,315109397,22.586721112020314,3
cholesky,L,PAPI_L1_STM,352777081,22.58794374484569,4
cholesky,L,PAPI_L1_STM,315007491,22.575148354750127,5
cholesky,L,PAPI_L1_STM,353019196,22.60007941024378,6
cholesky,L,PAPI_L1_STM,314946126,22.550617029890418,7
cholesky,L,PAPI_L1_STM,352825093,22.558846039697528,8
cholesky,L,PAPI_L1_STM,315304056,22.537587229162455,9
cholesky,L,PAPI_L1_STM,353144154,22.593104409985244,10
cholesky,L,PAPI_L2_LDM,636578107,22.545151452999562,1
cholesky,L,PAPI_L2_LDM,658083826,22.526791628450155,2
cholesky,L,PAPI_L2_LDM,635200522,22.54440596466884,3
cholesky,L,PAPI_L2_LDM,658057726,22.54495403310284,4
cholesky,L,PAPI_L2_LDM,634079537,22.563124608714134,5
cholesky,L,PAPI_L2_LDM,660254452,22.54731859639287,6
cholesky,L,PAPI_L2_LDM,636139639,22.51531924493611,7
cholesky,L,PAPI_L2_LDM,659271721,22.569798768963665,8
cholesky,L,PAPI_L2_LDM,635336010,22.577233558055013,9
cholesky,L,PAPI_L2_LDM,659371860,22.582177754025906,10
cholesky,L,PAPI_L2_STM,276315872,22.463712499011308,1
cholesky,L,PAPI_L2_STM,315246393,22.478961161803454,2
cholesky,L,PAPI_L2_STM,276519846,22.462791410274804,3
cholesky,L,PAPI_L2_STM,315067775,22.480340393725783,4
cholesky,L,PAPI_L2_STM,276292426,22.45313875004649,5
cholesky,L,PAPI_L2_STM,315219192,22.471694541163743,6
cholesky,L,PAPI_L2_STM,276404624,22.494825162924826,7
cholesky,L,PAPI_L2_STM,314967153,22.495144984219223,8
cholesky,L,PAPI_L2_STM,276236286,22.511161629110575,9
cholesky,L,PAPI_L2_STM,314654715,22.473148104269058,10
cholesky,L,PAPI_PRF_DM,1672593808,22.503416021354496,1
cholesky,L,PAPI_PRF_DM,1827004353,22.465947323013097,2
cholesky,L,PAPI_PRF_DM,1667834824,22.47858229186386,3
cholesky,L,PAPI_PRF_DM,1844885423,22.474662359803915,4
cholesky,L,PAPI_PRF_DM,1672468583,22.485426226630807,5
cholesky,L,PAPI_PRF_DM,1844272335,22.47954633226618,6
cholesky,L,PAPI_PRF_DM,1693112707,22.530881758313626,7
cholesky,L,PAPI_PRF_DM,1834779127,22.512193037196994,8
cholesky,L,PAPI_PRF_DM,1691696752,22.50259825680405,9
cholesky,L,PAPI_PRF_DM,1846401687,22.520551337860525,10
cholesky,L,PAPI_LD_INS,7341074481,22.472536586690694,1
cholesky,L,PAPI_LD_INS,7356226397,22.496492948848754,2
cholesky,L,PAPI_LD_INS,7329004739,22.480623453855515,3
cholesky,L,PAPI_LD_INS,7339660851,22.48445674404502,4
cholesky,L,PAPI_LD_INS,7335500629,22.501103655900806,5
cholesky,L,PAPI_LD_INS,7340249028,22.45757519826293,6
cholesky,L,PAPI_LD_INS,7319369634,22.449873507022858,7
cholesky,L,PAPI_LD_INS,7335486911,22.458601168356836,8
cholesky,L,PAPI_LD_INS,7361710916,22.45003846939653,9
cholesky,L,PAPI_LD_INS,7343351296,22.455975195858628,10
cholesky,L,PAPI_SR_INS,1718942614,22.49591438425705,1
cholesky,L,PAPI_SR_INS,1629271446,22.48891131998971,2
cholesky,L,PAPI_SR_INS,1718763420,22.49869092181325,3
cholesky,L,PAPI_SR_INS,1629268305,22.500824647024274,4
cholesky,L,PAPI_SR_INS,1718842141,22.49973161984235,5
cholesky,L,PAPI_SR_INS,1629272219,22.507999330293387,6
cholesky,L,PAPI_SR_INS,1718788774,22.500773534178734,7
cholesky,L,PAPI_SR_INS,1629268927,22.471865277271718,8
cholesky,L,PAPI_SR_INS,1718948034,22.49044104386121,9
cholesky,L,PAPI_SR_INS,1629275851,22.522361744195223,10
cholesky,L,PAPI_LST_INS,9031935708,22.307580433785915,1
cholesky,L,PAPI_LST_INS,8968508027,22.583599048200995,2
cholesky,L,PAPI_LST_INS,9035789295,22.320563265588135,3
cholesky,L,PAPI_LST_INS,8964676462,22.31269495608285,4
cholesky,L,PAPI_LST_INS,9026447008,22.320693622343242,5
cholesky,L,PAPI_LST_INS,8958890992,22.3241572487168,6
cholesky,L,PAPI_LST_INS,9020197864,22.288788395002484,7
cholesky,L,PAPI_LST_INS,8957047707,22.291817874182016,8
cholesky,L,PAPI_LST_INS,9055886540,22.283524222206324,9
cholesky,L,PAPI_LST_INS,8957011546,22.238468890078366,10
cholesky,L,PAPI_L2_DCA,994866192,22.347158589866012,1
