benchmark,preset,event,total_count,time,repetition
adi,L,PAPI_L1_TCM,893414082,8.077999841887504,10
adi,L,PAPI_L2_TCM,1445000814,8.061171886045486,1
adi,L,PAPI_L2_TCM,1465906729,8.068103471770883,2
adi,L,PAPI_L2_TCM,1460914305,7.945614813826978,3
adi,L,PAPI_L2_TCM,1466537159,8.039859645999968,4
adi,L,PAPI_L2_TCM,1452138302,8.083178082015365,5
adi,L,PAPI_L2_TCM,1463500596,8.040411872789264,6
adi,L,PAPI_L2_TCM,1455922453,8.071149081923068,7
adi,L,PAPI_L2_TCM,1468152227,7.992567476816475,8
adi,L,PAPI_L2_TCM,1442879103,8.079641866963357,9
adi,L,PAPI_L2_TCM,1452205311,7.969803778920323,10
adi,L,PAPI_L3_TCM,421331752,8.04925333801657,1
adi,L,PAPI_L3_TCM,429147276,8.080557763110846,2
adi,L,PAPI_L3_TCM,428433850,8.054112502839416,3
adi,L,PAPI_L3_TCM,433434248,8.033056081738323,4
adi,L,PAPI_L3_TCM,428823625,8.071571733802557,5
adi,L,PAPI_L3_TCM,430020741,8.039883979130536,6
adi,L,PAPI_L3_TCM,425863456,8.086349569726735,7
adi,L,PAPI_L3_TCM,428013280,8.101994641125202,8
adi,L,PAPI_L3_TCM,429637789,8.101842599920928,9
adi,L,PAPI_L3_TCM,426485640,8.066755502019078,10
adi,L,PAPI_CA_SNP,1450532453,8.070761306677014,1
adi,L,PAPI_CA_SNP,1460881381,7.9645788869820535,2
adi,L,PAPI_CA_SNP,1468504423,8.06942429812625,3
adi,L,PAPI_CA_SNP,1465068973,8.076197506394237,4
adi,L,PAPI_CA_SNP,1471151618,8.080893455073237,5
adi,L,PAPI_CA_SNP,1466769675,7.97745227208361,6
adi,L,PAPI_CA_SNP,1469984237,8.08846193086356,7
adi,L,PAPI_CA_SNP,1463516134,8.099669799208641,8
adi,L,PAPI_CA_SNP,1461283600,8.089214459992945,9
adi,L,PAPI_CA_SNP,1470646792,8.10348844109103,10
adi,L,PAPI_CA_SHR,660254947,8.108942851889879,1
adi,L,PAPI_CA_SHR,660284748,8.041704684961587,2
adi,L,PAPI_CA_SHR,661020183,8.091602567117661,3
adi,L,PAPI_CA_SHR,660554271,8.073724498040974,4
adi,L,PAPI_CA_SHR,660664040,8.047844970133156,5
adi,L,PAPI_CA_SHR,661181226,8.102832820732147,6
adi,L,PAPI_CA_SHR,660588466,8.101293707732111,7
adi,L,PAPI_CA_SHR,660563518,8.112146962899715,8
adi,L,PAPI_CA_SHR,653152093,8.109772322699428,9
adi,L,PAPI_CA_SHR,659989528,8.06375402212143,10
adi,L,PAPI_CA_CLN,312487526,8.067947306204587,1
adi,L,PAPI_CA_CLN,315120119,8.061264007817954,2
adi,L,PAPI_CA_CLN,312144783,8.070873036980629,3
adi,L,PAPI_CA_CLN,314741831,8.07644264306873,4
adi,L,PAPI_CA_CLN,314744702,8.109491439070553,5
adi,L,PAPI_CA_CLN,315136895,8.042279162909836,6
adi,L,PAPI_CA_CLN,314879223,8.03895417181775,7
adi,L,PAPI_CA_CLN,315171573,8.079020014964044,8
adi,L,PAPI_CA_CLN,314600025,8.089945261832327,9
adi,L,PAPI_CA_CLN,315232658,8.095563529990613,10
adi,L,PAPI_CA_ITV,1467960150,8.093120411038399,1
adi,L,PAPI_CA_ITV,1480234660,8.03643938805908,2
adi,L,PAPI_CA_ITV,1455914867,8.065112909302115,3
adi,L,PAPI_CA_ITV,1477720916,8.104866561945528,4
adi,L,PAPI_CA_ITV,1456446944,8.102713959757239,5
adi,L,PAPI_CA_ITV,1474800372,8.111138398293406,6
adi,L,PAPI_CA_ITV,1472599502,8.106374687049538,7
adi,L,PAPI_CA_ITV,1474982381,8.075822970829904,8
adi,L,PAPI_CA_ITV,1468973025,8.114432134665549,9
adi,L,PAPI_CA_ITV,1473984861,8.11666129808873,10
adi,L,PAPI_L3_LDM,94107288,8.066630243323743,1
adi,L,PAPI_L3_LDM,94730897,8.081588916946203,2
adi,L,PAPI_L3_LDM,93930260,7.988048277795315,3
adi,L,PAPI_L3_LDM,94187150,8.072205394040793,4
adi,L,PAPI_L3_LDM,94467893,8.073935511987656,5
adi,L,PAPI_L3_LDM,94417190,8.109587070997804,6
adi,L,PAPI_L3_LDM,94502519,7.954070669133216,7
adi,L,PAPI_L3_LDM,94549682,8.073549463413656,8
adi,L,PAPI_L3_LDM,93554178,8.100527559872717,9
adi,L,PAPI_L3_LDM,94376445,7.969993920065463,10
adi,L,PAPI_L1_LDM,464426575,8.087055374868214,1
adi,L,PAPI_L1_LDM,465185100,8.064830049872398,2
adi,L,PAPI_L1_LDM,464405959,7.95317941904068,3
adi,L,PAPI_L1_LDM,463161572,8.031639805063605,4
adi,L,PAPI_L1_LDM,457913176,8.096081696916372,5
adi,L,PAPI_L1_LDM,460233279,8.108624313026667,6
adi,L,PAPI_L1_LDM,461396024,8.048623122274876,7
adi,L,PAPI_L1_LDM,465414719,7.882925949990749,8
adi,L,PAPI_L1_LDM,459331723,8.105485878419131,9
adi,L,PAPI_L1_LDM,464615474,8.02098102029413,10
adi,L,PAPI_L1_STM,356473779,8.058615698944777,1
adi,L,PAPI_L1_STM,356786262,8.060795170255005,2
adi,L,PAPI_L1_STM,353467932,8.100959714967757,3
adi,L,PAPI_L1_STM,356431163,7.876199652906507,4
adi,L,PAPI_L1_STM,356570002,8.076076535973698,5
adi,L,PAPI_L1_STM,356956083,8.076738788746297,6
adi,L,PAPI_L1_STM,356579693,8.046883836388588,7
adi,L,PAPI_L1_STM,356616811,8.098383482545614,8
adi,L,PAPI_L1_STM,353450560,8.08901493391022,9
adi,L,PAPI_L1_STM,356058566,8.017774371895939,10
adi,L,PAPI_L2_LDM,440106926,8.055012356024235,1
adi,L,PAPI_L2_LDM,439560259,8.068879886996001,2
adi,L,PAPI_L2_LDM,434828690,8.038155329879373,3
adi,L,PAPI_L2_LDM,439391711,8.007788358721882,4
adi,L,PAPI_L2_LDM,440052483,8.094729603733867,5
adi,L,PAPI_L2_LDM,442280765,8.066442306619138,6
adi,L,PAPI_L2_LDM,437120723,8.025470252148807,7
adi,L,PAPI_L2_LDM,438944030,8.121253371238708,8
adi,L,PAPI_L2_LDM,436802735,8.072891536634415,9
adi,L,PAPI_L2_LDM,440623936,8.095833886880428,10
adi,L,PAPI_L2_STM,304309898,8.05939022405073,1
adi,L,PAPI_L2_STM,306950523,8.032544015906751,2
adi,L,PAPI_L2_STM,305838510,8.059272518381476,3
adi,L,PAPI_L2_STM,307019192,7.872256122063845,4
adi,L,PAPI_L2_STM,307020771,8.086499583907425,5
adi,L,PAPI_L2_STM,307080885,8.049409005790949,6
adi,L,PAPI_L2_STM,306963203,8.057591514661908,7
adi,L,PAPI_L2_STM,307232036,8.086916429921985,8
adi,L,PAPI_L2_STM,304267659,8.06780585180968,9
adi,L,PAPI_L2_STM,307101593,8.043310296256095,10
adi,L,PAPI_PRF_DM,716562365,8.099248365033418,1
adi,L,PAPI_PRF_DM,731667140,8.102351932320744,2
adi,L,PAPI_PRF_DM,718817363,8.103253588080406,3
adi,L,PAPI_PRF_DM,711246466,8.115614704787731,4
adi,L,PAPI_PRF_DM,704500317,8.024340956937522,5
adi,L,PAPI_PRF_DM,712130319,8.139805944170803,6
adi,L,PAPI_PRF_DM,709300608,8.092626914381981,7
adi,L,PAPI_PRF_DM,713604722,8.028747446835041,8
adi,L,PAPI_PRF_DM,710803488,8.10494453413412,9
adi,L,PAPI_PRF_DM,711418083,8.103042261209339,10
adi,L,PAPI_LD_INS,5525940455,8.075558150652796,1
adi,L,PAPI_LD_INS,5436870463,7.993879324290901,2
adi,L,PAPI_LD_INS,5420110785,8.095504622906446,3
adi,L,PAPI_LD_INS,5374747911,8.007736437022686,4
adi,L,PAPI_LD_INS,5424039743,8.102608805056661,5
adi,L,PAPI_LD_INS,5414717864,8.010992811992764,6
adi,L,PAPI_LD_INS,5511278778,8.062729673925787,7
adi,L,PAPI_LD_INS,5409109605,8.113855777774006,8
adi,L,PAPI_LD_INS,5426816298,8.10440880432725,9
adi,L,PAPI_LD_INS,5419917759,8.110214067157358,10
adi,L,PAPI_SR_INS,1837920053,8.078386832028627,1
adi,L,PAPI_SR_INS,1837920110,8.107208146248013,2
adi,L,PAPI_SR_INS,1837920044,8.093397240154445,3
adi,L,PAPI_SR_INS,1837920076,8.067030461039394,4
adi,L,PAPI_SR_INS,1837920069,8.01398210786283,5
adi,L,PAPI_SR_INS,1837920118,8.102153982035816,6
adi,L,PAPI_SR_INS,1837920117,8.102232878096402,7
adi,L,PAPI_SR_INS,1837920152,8.118441469036043,8
adi,L,PAPI_SR_INS,1837920160,8.071743527892977,9
adi,L,PAPI_SR_INS,1837920141,7.989546769298613,10
adi,L,PAPI_LST_INS,7214742383,8.057270049117506,1
adi,L,PAPI_LST_INS,7209574177,8.08270274894312,2
adi,L,PAPI_LST_INS,7211423980,8.099467319902033,3
adi,L,PAPI_LST_INS,7204569508,8.07932200934738,4
adi,L,PAPI_LST_INS,7217391992,8.07267848495394,5
adi,L,PAPI_LST_INS,7213586929,8.123908871784806,6
adi,L,PAPI_LST_INS,7211895633,8.111516448203474,7
adi,L,PAPI_LST_INS,7212321271,8.103573165368289,8
adi,L,PAPI_LST_INS,7224715373,8.124516577925533,9
adi,L,PAPI_LST_INS,7213955641,8.109261286910623,10
adi,L,PAPI_L2_DCA,825442051,8.058012278750539,1
adi,L,PAPI_L2_DCA,824150154,8.112981531769037,2
adi,L,PAPI_L2_DCA,824211993,8.078236571978778,3
adi,L,PAPI_L2_DCA,824722416,8.039233078248799,4
adi,L,PAPI_L2_DCA,825594807,8.032395458780229,5
adi,L,PAPI_L2_DCA,825353257,8.081242620013654,6
adi,L,PAPI_L2_DCA,822712729,8.101911045145243,7
adi,L,PAPI_L2_DCA,826967771,8.097069219686091,8
adi,L,PAPI_L2_DCA,814231961,8.129600096028298,9
adi,L,PAPI_L2_DCA,822690269,8.013774993363768,10
adi,L,PAPI_L3_DCA,1449483743,8.087376759853214,1
adi,L,PAPI_L3_DCA,1473816352,8.091310893185437,2
adi,L,PAPI_L3_DCA,1432336353,8.042495916131884,3
adi,L,PAPI_L3_DCA,1451721936,8.053020590916276,4
adi,L,PAPI_L3_DCA,1466609267,8.087365534156561,5
adi,L,PAPI_L3_DCA,1457234138,8.095537157263607,6
adi,L,PAPI_L3_DCA,1444038514,7.95992055721581,7
adi,L,PAPI_L3_DCA,1458538267,8.063881241250783,8
adi,L,PAPI_L3_DCA,1459016204,7.992395288310945,9
adi,L,PAPI_L3_DCA,1462687776,8.084149139933288,10
adi,L,PAPI_L2_DCR,461403472,8.030239707790315,1
adi,L,PAPI_L2_DCR,464533978,8.0134699922055,2
adi,L,PAPI_L2_DCR,457567713,8.071273545734584,3
adi,L,PAPI_L2_DCR,463512943,8.059398642741144,4
adi,L,PAPI_L2_DCR,464130780,7.7536432123743,5
adi,L,PAPI_L2_DCR,465121505,8.075374490115792,6
adi,L,PAPI_L2_DCR,458372195,7.998569943010807,7
adi,L,PAPI_L2_DCR,463395584,8.061133618932217,8
adi,L,PAPI_L2_DCR,457748342,8.007074125111103,9
adi,L,PAPI_L2_DCR,464138077,8.042995639145374,10
adi,L,PAPI_L3_DCR,442274060,8.018963084090501,1
adi,L,PAPI_L3_DCR,447778170,7.967224054969847,2
adi,L,PAPI_L3_DCR,441792509,8.02559537999332,3
adi,L,PAPI_L3_DCR,444221312,8.071336875203997,4
adi,L,PAPI_L3_DCR,441768429,8.051280402112752,5
adi,L,PAPI_L3_DCR,448627963,8.012155874166638,6
adi,L,PAPI_L3_DCR,441745124,7.832540052942932,7
adi,L,PAPI_L3_DCR,447791043,8.05027063190937,8
adi,L,PAPI_L3_DCR,444135836,8.023614316713065,9
adi,L,PAPI_L3_DCR,448753602,8.064394960645586,10
adi,L,PAPI_L2_DCW,98928657,8.086735196877271,1
adi,L,PAPI_L2_DCW,99166770,8.072517969179899,2
adi,L,PAPI_L2_DCW,99000476,8.051332930102944,3
adi,L,PAPI_L2_DCW,98824019,8.068106775172055,4
adi,L,PAPI_L2_DCW,99198385,8.070600805804133,5
adi,L,PAPI_L2_DCW,99637878,8.064951582811773,6
adi,L,PAPI_L2_DCW,98857724,8.082142948172987,7
adi,L,PAPI_L2_DCW,99067186,8.099970734678209,8
adi,L,PAPI_L2_DCW,98778608,8.024855226278305,9
adi,L,PAPI_L2_DCW,98901518,7.86763471737504,10
adi,L,PAPI_L3_DCW,306981584,8.04386967420578,1
adi,L,PAPI_L3_DCW,307195517,8.043876592069864,2
adi,L,PAPI_L3_DCW,306309455,8.060228506103158,3
adi,L,PAPI_L3_DCW,306779186,8.064645502250642,4
adi,L,PAPI_L3_DCW,304110444,8.055466920137405,5
adi,L,PAPI_L3_DCW,305579992,8.051120122894645,6
adi,L,PAPI_L3_DCW,306609411,8.067282704170793,7
adi,L,PAPI_L3_DCW,306681624,7.908301523886621,8
adi,L,PAPI_L3_DCW,306228502,8.07642878498882,9
adi,L,PAPI_L3_DCW,306735758,8.060614850837737,10
adi,L,PAPI_L2_ICH,2579154,8.062751120887697,1
adi,L,PAPI_L2_ICH,3059569,8.087621951010078,2
adi,L,PAPI_L2_ICH,2695229,8.089869453106076,3
adi,L,PAPI_L2_ICH,2725069,8.085787061136216,4
adi,L,PAPI_L2_ICH,2890456,7.834510062355548,5
adi,L,PAPI_L2_ICH,2746349,8.063764472026378,6
adi,L,PAPI_L2_ICH,2676858,8.081313816830516,7
adi,L,PAPI_L2_ICH,2760497,8.087862110696733,8
adi,L,PAPI_L2_ICH,2763765,8.091758178081363,9
adi,L,PAPI_L2_ICH,2700844,8.090644889045507,10
adi,L,PAPI_L2_ICA,2859558,8.096662444062531,1
adi,L,PAPI_L2_ICA,2773740,8.088778332807124,2
adi,L,PAPI_L2_ICA,3500032,8.116230158135295,3
adi,L,PAPI_L2_ICA,2787020,8.118625740986317,4
adi,L,PAPI_L2_ICA,3079501,8.113417893648148,5
adi,L,PAPI_L2_ICA,2706780,8.137800320982933,6
adi,L,PAPI_L2_ICA,3077271,8.142102268058807,7
adi,L,PAPI_L2_ICA,2701318,8.118391961790621,8
adi,L,PAPI_L2_ICA,2906934,8.014643163885921,9
adi,L,PAPI_L2_ICA,3140629,8.074576372280717,10
adi,L,PAPI_L3_ICA,57859,8.045840315055102,1
adi,L,PAPI_L3_ICA,63408,7.98567087482661,2
adi,L,PAPI_L3_ICA,32993,7.887287409976125,3
adi,L,PAPI_L3_ICA,58677,7.970378034748137,4
adi,L,PAPI_L3_ICA,57489,7.967709384858608,5
adi,L,PAPI_L3_ICA,59030,8.031610815785825,6
adi,L,PAPI_L3_ICA,60048,8.006965906824917,7
adi,L,PAPI_L3_ICA,56678,8.098967098165303,8
adi,L,PAPI_L3_ICA,60012,8.031517111230642,9
adi,L,PAPI_L3_ICA,34848,7.917004785966128,10
adi,L,PAPI_L2_ICR,2811756,8.046862797811627,1
adi,L,PAPI_L2_ICR,2647544,8.027056442108005,2
adi,L,PAPI_L2_ICR,3027456,8.05913602001965,3
adi,L,PAPI_L2_ICR,2828725,7.95671170623973,4
adi,L,PAPI_L2_ICR,2735599,8.022469893097878,5
adi,L,PAPI_L2_ICR,2753453,8.051079268101603,6
adi,L,PAPI_L2_ICR,2827031,8.094897610135376,7
adi,L,PAPI_L2_ICR,2860156,8.09356537181884,8
adi,L,PAPI_L2_ICR,2778381,8.066864090040326,9
adi,L,PAPI_L2_ICR,2854197,8.06328669236973,10
adi,L,PAPI_L3_ICR,49322,8.067940026056021,1
adi,L,PAPI_L3_ICR,53828,8.09671577392146,2
adi,L,PAPI_L3_ICR,55361,7.864079210907221,3
adi,L,PAPI_L3_ICR,79490,8.108326264191419,4
adi,L,PAPI_L3_ICR,50497,8.061663683969527,5
adi,L,PAPI_L3_ICR,54351,8.084541043266654,6
adi,L,PAPI_L3_ICR,51483,8.097451273817569,7
adi,L,PAPI_L3_ICR,48888,8.088973372709006,8
adi,L,PAPI_L3_ICR,49547,8.113860268611461,9
adi,L,PAPI_L3_ICR,51949,8.113888942170888,10
adi,L,PAPI_L2_TCA,822504545,8.07790311658755,1
adi,L,PAPI_L2_TCA,823067009,8.094917373266071,2
adi,L,PAPI_L2_TCA,821600961,8.02751153614372,3
adi,L,PAPI_L2_TCA,824321496,8.114229201804847,4
adi,L,PAPI_L2_TCA,823631825,8.096836359240115,5
adi,L,PAPI_L2_TCA,824034648,8.056985810864717,6
adi,L,PAPI_L2_TCA,821717042,8.100075322669,7
adi,L,PAPI_L2_TCA,822380661,8.105779360048473,8
adi,L,PAPI_L2_TCA,820237133,8.053874026983976,9
adi,L,PAPI_L2_TCA,823529602,8.103737583383918,10
adi,L,PAPI_L3_TCA,1455724051,8.067419073078781,1
adi,L,PAPI_L3_TCA,1456856442,7.990369942970574,2
adi,L,PAPI_L3_TCA,1463455299,8.063135035801679,3
adi,L,PAPI_L3_TCA,1470943037,8.034545516129583,4
adi,L,PAPI_L3_TCA,1450515779,8.071892014704645,5
adi,L,PAPI_L3_TCA,1470514500,7.902644963935018,6
adi,L,PAPI_L3_TCA,1473927935,8.025854140054435,7
adi,L,PAPI_L3_TCA,1467086576,7.996232309844345,8
adi,L,PAPI_L3_TCA,1475220997,8.070590309798717,9
adi,L,PAPI_L3_TCA,1471047076,8.052066826727241,10
adi,L,PAPI_L2_TCR,465584420,7.962852464988828,1
adi,L,PAPI_L2_TCR,466267154,8.05389195214957,2
adi,L,PAPI_L2_TCR,464405129,8.056323635857552,3
adi,L,PAPI_L2_TCR,467936102,8.051283659879118,4
adi,L,PAPI_L2_TCR,462208095,8.070331763010472,5
adi,L,PAPI_L2_TCR,467020064,8.073724690359086,6
adi,L,PAPI_L2_TCR,465229789,8.092375650070608,7
adi,L,PAPI_L2_TCR,466715913,8.05919979698956,8
adi,L,PAPI_L2_TCR,465186679,8.069991528987885,9
adi,L,PAPI_L2_TCR,467342260,8.074296253267676,10
adi,L,PAPI_L3_TCR,1144487892,8.058133657090366,1
adi,L,PAPI_L3_TCR,1147426296,7.942694013938308,2
adi,L,PAPI_L3_TCR,1146925380,8.056171760428697,3
adi,L,PAPI_L3_TCR,1155452018,8.028032038826495,4
adi,L,PAPI_L3_TCR,1150732986,8.051259462255985,5
adi,L,PAPI_L3_TCR,1152446548,8.061317940242589,6
adi,L,PAPI_L3_TCR,1144511981,8.062535749282688,7
adi,L,PAPI_L3_TCR,1159152447,8.071262613870203,8
adi,L,PAPI_L3_TCR,1147927770,8.094136929139495,9
adi,L,PAPI_L3_TCR,1152061820,8.066768256947398,10
adi,L,PAPI_L2_TCW,99414832,8.084586176089942,1
adi,L,PAPI_L2_TCW,98761217,8.071762061212212,2
adi,L,PAPI_L2_TCW,98804192,8.088117784820497,3
adi,L,PAPI_L2_TCW,98954323,8.094442339148372,4
adi,L,PAPI_L2_TCW,99207165,8.09160136943683,5
adi,L,PAPI_L2_TCW,99004104,7.882011480163783,6
adi,L,PAPI_L2_TCW,99046190,8.053711757063866,7
adi,L,PAPI_L2_TCW,99228388,8.04270708700642,8
adi,L,PAPI_L2_TCW,98626461,8.16787375183776,9
adi,L,PAPI_L2_TCW,99445999,8.012429619207978,10
adi,L,PAPI_L3_TCW,304177618,8.050122318789363,1
adi,L,PAPI_L3_TCW,307071335,8.06225167401135,2
adi,L,PAPI_L3_TCW,306908829,8.045122739858925,3
adi,L,PAPI_L3_TCW,307101677,7.959423861000687,4
adi,L,PAPI_L3_TCW,306664925,8.041127033066005,5
adi,L,PAPI_L3_TCW,306824899,8.00328829512,6
adi,L,PAPI_L3_TCW,306620126,8.11027599312365,7
adi,L,PAPI_L3_TCW,306734275,8.072202729061246,8
adi,L,PAPI_L3_TCW,304003969,8.055100691039115,9
adi,L,PAPI_L3_TCW,306675836,8.021225146017969,10
arc_distance,L,PAPI_DP_OPS,1401887893,0.09027562383562326,1
arc_distance,L,PAPI_DP_OPS,1401887893,0.07394693605601788,2
arc_distance,L,PAPI_DP_OPS,1401887893,0.0814133589155972,3
arc_distance,L,PAPI_DP_OPS,1401887893,0.07136444700881839,4
arc_distance,L,PAPI_DP_OPS,1401887893,0.07420680532231927,5
arc_distance,L,PAPI_DP_OPS,1401887893,0.09015012672170997,6
arc_distance,L,PAPI_DP_OPS,1401887893,0.07482978934422135,7
arc_distance,L,PAPI_DP_OPS,1401887893,0.07543282397091389,8
arc_distance,L,PAPI_DP_OPS,1401887893,0.07552152220159769,9
arc_distance,L,PAPI_DP_OPS,1401887893,0.07228344725444913,10
arc_distance,L,PAPI_L1_DCM,53852883,0.07709280494600534,1
arc_distance,L,PAPI_L1_DCM,53811738,0.06893884483724833,2
arc_distance,L,PAPI_L1_DCM,53779026,0.07131595071405172,3
arc_distance,L,PAPI_L1_DCM,53741929,0.07257465878501534,4
arc_distance,L,PAPI_L1_DCM,53781905,0.06937292125076056,5
arc_distance,L,PAPI_L1_DCM,53798770,0.06982309324666858,6
arc_distance,L,PAPI_L1_DCM,53715273,0.07171379309147596,7
arc_distance,L,PAPI_L1_DCM,53738965,0.07877619517967105,8
arc_distance,L,PAPI_L1_DCM,53794696,0.06873542303219438,9
arc_distance,L,PAPI_L1_DCM,53814936,0.07041280018165708,10
arc_distance,L,PAPI_L1_ICM,56811,0.07936067273840308,1
arc_distance,L,PAPI_L1_ICM,55185,0.07002728339284658,2
arc_distance,L,PAPI_L1_ICM,54980,0.0723882932215929,3
arc_distance,L,PAPI_L1_ICM,56609,0.07273759692907333,4
arc_distance,L,PAPI_L1_ICM,55007,0.1505768420174718,5
arc_distance,L,PAPI_L1_ICM,56103,0.06730543589219451,6
arc_distance,L,PAPI_L1_ICM,52275,0.08509368170052767,7
arc_distance,L,PAPI_L1_ICM,56005,0.06954124616459012,8
arc_distance,L,PAPI_L1_ICM,55873,0.0752011388540268,9
arc_distance,L,PAPI_L1_ICM,56191,0.06880712695419788,10
arc_distance,L,PAPI_L2_DCM,51887736,0.06994776986539364,1
arc_distance,L,PAPI_L2_DCM,51932114,0.06948170391842723,2
arc_distance,L,PAPI_L2_DCM,51872303,0.06809649197384715,3
arc_distance,L,PAPI_L2_DCM,51900877,0.0691455639898777,4
arc_distance,L,PAPI_L2_DCM,51891844,0.07145999791100621,5
arc_distance,L,PAPI_L2_DCM,51934399,0.07234447728842497,6
arc_distance,L,PAPI_L2_DCM,51851214,0.07231981214135885,7
arc_distance,L,PAPI_L2_DCM,51895986,0.09345528297126293,8
arc_distance,L,PAPI_L2_DCM,51899328,0.07127578090876341,9
arc_distance,L,PAPI_L2_DCM,51935561,0.07426855806261301,10
arc_distance,L,PAPI_L2_ICM,44115,0.06876331800594926,1
arc_distance,L,PAPI_L2_ICM,48020,0.09986352873966098,2
arc_distance,L,PAPI_L2_ICM,48547,0.07307479530572891,3
arc_distance,L,PAPI_L2_ICM,49007,0.0733902221545577,4
arc_distance,L,PAPI_L2_ICM,45595,0.0676086600869894,5
arc_distance,L,PAPI_L2_ICM,49539,0.06793377408757806,6
arc_distance,L,PAPI_L2_ICM,46753,0.07362763397395611,7
arc_distance,L,PAPI_L2_ICM,47175,0.08354457886889577,8
arc_distance,L,PAPI_L2_ICM,46869,0.06966084986925125,9
arc_distance,L,PAPI_L2_ICM,47960,0.06840463215485215,10
arc_distance,L,PAPI_L1_TCM,53803691,0.0806201589293778,1
arc_distance,L,PAPI_L1_TCM,53829006,0.0752648483030498,2
arc_distance,L,PAPI_L1_TCM,53770198,0.08323106821626425,3
arc_distance,L,PAPI_L1_TCM,53797567,0.07036431971937418,4
arc_distance,L,PAPI_L1_TCM,53807579,0.06959611410275102,5
arc_distance,L,PAPI_L1_TCM,53820363,0.08440265385434031,6
arc_distance,L,PAPI_L1_TCM,53771225,0.07045903196558356,7
arc_distance,L,PAPI_L1_TCM,53791029,0.126591504085809,8
arc_distance,L,PAPI_L1_TCM,53798315,0.0716253649443388,9
arc_distance,L,PAPI_L1_TCM,53824244,0.07218225160613656,10
arc_distance,L,PAPI_L2_TCM,51929100,0.07451386982575059,1
arc_distance,L,PAPI_L2_TCM,51978632,0.0682750716805458,2
